faction_id|id|name|type|cp_cost|legend|turn|phase|detachment|description|
CD|000008437002|CORRUPT REALSPACE|Demonic Incursion – Strategic Ploy Stratagem|1|Daemons instinctively feel the need to despoil and corrupt every corner of realspace, the better to sustain their otherworldly forms.|Either player’s turn|Command phase|Daemonic Incursion|<b>WHEN:</b> Start of any <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> unit from your army that is within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you control.<br><br><b>EFFECT:</b> That objective marker is said to be Corrupted and remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn. In addition, while an objective marker is Corrupted and under your control, the area of the battlefield within 6" of that objective marker is considered to be within your army’s <span class="tooltip00536" data-tooltip-content="#tooltip_content00536"><span class="tt kwbu">Shadow</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Chaos</span></span>. |
CSM|000008358002|INFERNAL RITES|Slaves to Darkness – Battle Tactic Stratagem|2|With gruesome offerings and ritualised promises, the Chaos Space Marines seek the protection of their infernal masters.|Either player’s turn|Shooting or Fight phase|Slaves to Darkness|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1.|
CSM|000008358003|PROFANE ZEAL|Slaves to Darkness – Battle Tactic Stratagem|1|Fervent mortal followers flock to the champions of Chaos, damning their souls seeking promises of dark power.|Either player’s turn|Shooting or Fight phase|Slaves to Darkness|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00013" data-tooltip-content="#tooltip_content00013" data-tooltip-anchor="#tooltip_content00013"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">CHAOS</span> <span class="kwb">UNDIVIDED</span></span> unit from your army that has not been selected to shoot or fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|
CSM|000008358005|SKINSHIFT|Slaves to Darkness – Epic Deed Stratagem|1|With the Dark Gods and the powers of the warp on their side, Chaos Space Marines can cheat death altogether. Their foes look on in horror as killing wounds knit themselves together in a cacophony of hideous cracks and squelches and shattered armour reforms. After such a blessing, the Heretic Astartes are both something far greater, and far less, than what they once were.|Your turn|Command phase|Slaves to Darkness|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army.<br><br><b>EFFECT:</b> One model in your unit regains up to 3 lost wounds. In addition, if your unit is a <span class="tooltip00358" data-tooltip-content="#tooltip_content00358" data-tooltip-anchor="#tooltip_content00358"><span class="kwb">TZEENTCH</span></span> unit below its <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strength</a>, one <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> model (excluding <span class="tooltip00071" data-tooltip-content="#tooltip_content00071" data-tooltip-anchor="#tooltip_content00071"><span class="kwb">CHARACTER</span></span> models) is returned to your unit with its full wounds remaining.|
CSM|000008358004|ETERNAL HATE|Slaves to Darkness – Strategic Ploy Stratagem|1|Heretic Astartes are fuelled by hate, a searing spite that burns fiercely within them unto the very moment of death. Even as their life force pours from terrible wounds, this loathing can drive them to fight on in a second wind of wrath. Those Heretic Astartes in thrall to the Blood God feel this enmity to an even greater extent than others, exploding with violence just as the enemy think they have finally ended them.|Either player’s turn|Fight phase|Slaves to Darkness|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>, if that model has not fought this phase, roll one D6, adding 1 to the result if it is a <span class="tooltip00359" data-tooltip-content="#tooltip_content00359" data-tooltip-anchor="#tooltip_content00359"><span class="kwb">KHORNE</span></span> unit: on a 4+, do not remove it from play. That destroyed model can fight after the attacking model’s unit has finished making its attacks, and is then removed from play.|
CSM|000008358006|UNNATURAL SWIFTNESS|Slaves to Darkness – Strategic Ploy Stratagem|1| Some Heretic Astartes appear to move with a speed that should be impossible, weapons and bodies seemingly moving from one place to another in the blink of an eye.|Your turn|Movement phase|Slaves to Darkness|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a>. In addition, if your unit is a <span class="tooltip00360" data-tooltip-content="#tooltip_content00360" data-tooltip-anchor="#tooltip_content00360"><span class="kwb">SLAANESH</span></span> unit, until the end of the turn, your unit is eligible to shoot and declare a charge in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>.|
CSM|000008358007|DARK OBSCURATION|Slaves to Darkness – Strategic Ploy Stratagem|1|Choking fogs echoing with the screams of tortured souls; dense clouds of bloated flies; deluges of bloody rain; whirlwinds of coruscating flames blazing in a thousand hues. Such warp-born phenomena can appear on the battlefield in an instant, and disappear just as quickly. All serve to obscure the Heretic Astartes from their terrified foes.|Opponent’s turn|Shooting phase|Slaves to Darkness|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, your unit has the <a href="/wh40k10ed/the-rules/core-rules/#_STEALTH">Stealth</a> ability. In addition, if your unit is a <span class="tooltip00361" data-tooltip-content="#tooltip_content00361" data-tooltip-anchor="#tooltip_content00361"><span class="kwb">NURGLE</span></span> unit, until the end of the phase, your unit can only be selected as the target of a ranged attack if the attacking model is within 18".|
DG|000008399002|FERRIC BLIGHT|Plague Company – Battle Tactic Stratagem|1|The spreading rust of the Ferric Blight can reduce armour of all kinds to nothing.|Either player’s turn|Shooting or Fight phase|Plague Company|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit from your army that has not been selected to shoot or fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack, improve the Armour Penetration characteristic of that attack by 1. If the target of that attack is within <span class="tooltip00190" data-tooltip-content="#tooltip_content00190"><span class="tt kwbu">Contagion</span> <span class="tt kwbu">Range</span></span> of an <span class="tooltip00270" data-tooltip-content="#tooltip_content00270"><span class="tt kwbu">Infected</span> <span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> you control and a <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Critical Wound</a> is scored for that attack, improve the Armour Penetration characteristic of that attack by 2 instead.|
DG|000008399003|SANGUOUS FLUX|Plague Company – Battle Tactic Stratagem|1|Bleeding sores erupt all over enemies afflicted by the Sanguous Flux, the wounds never clotting or healing.|Either player’s turn|Fight phase|Plague Company|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, weapons equipped by models in your unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability. While your unit is within range of an <span class="tooltip00270" data-tooltip-content="#tooltip_content00270"><span class="tt kwbu">Infected</span> <span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> you control, those weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 2]</a></span> ability instead.|
DG|000008399004|DISGUSTINGLY RESILIENT|Plague Company – Battle Tactic Stratagem|2|Those favoured by Nurgle are inured to pain, their rotting bodies shrugging off all but the most traumatic damage with ease.|Either player’s turn|Fight phase|Plague Company|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit from your army that was selected as the target of one or more of that enemy unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack is allocated to a model in your unit, subtract 1 from the Damage characteristic of that attack.|
DG|000008399005|GIFTS OF DECAY|Plague Company – Epic Deed Stratagem|1|Nurgle is a generous god, and through worship and devotion his followers can gain mighty rewards as they spread sickness in his name.|Your turn|Command phase|Plague Company|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> model from your army.<br><br><b>EFFECT:</b> Your model regains up to D3 lost wounds. If your model’s unit is within <span class="tooltip00190" data-tooltip-content="#tooltip_content00190"><span class="tt kwbu">Contagion</span> <span class="tt kwbu">Range</span></span> of an <span class="tooltip00270" data-tooltip-content="#tooltip_content00270"><span class="tt kwbu">Infected</span> <span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> you control, your model regains up to 3 lost wounds instead.|
DG|000008399007|CLOUD OF FLIES|Plague Company – Strategic Ploy Stratagem|1|With a thrumming roar, a thick cloud of daemon flies whirls around the Death Guard and obscures them from the enemy’s sight.|Opponent’s turn|Shooting phase|Plague Company|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit from your army that was selected as the target of one or more of that enemy unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, your unit has the <a href="/wh40k10ed/the-rules/core-rules/#_STEALTH">Stealth</a> ability.|
DG|000008399006|BOILBLIGHT|Plague Company – Strategic Ploy Stratagem|1|The strange lumps that form on victims of Boilblight – also known as Nurgle’s Fruit, Lumpen Splatter or the Crawling Pustulence – are easy to spot at a distance for the Death Guard.|Your turn|Shooting phase|Plague Company|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit from your army, and one enemy unit within <span class="tooltip00190" data-tooltip-content="#tooltip_content00190"><span class="tt kwbu">Contagion</span> <span class="tt kwbu">Range</span></span> of that unit.<br><br><b>EFFECT:</b> Until the end of the phase, each time a weapon equipped by a <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> model from your army targets that enemy unit, that weapon has the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Heavy">[HEAVY]</a></span> and <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Ignores-Cover">[IGNORES COVER]</a></span> abilities.|
DRU|000008510007|INSENSIBLE TO PAIN|Realspace Raiders – Battle Tactic Stratagem|1|The twisted creations of the Haemonculus Covens are insensible to all but the most mortal injuries.|Either player’s turn|Shooting or Fight phase|Realspace Raiders|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00362" data-tooltip-content="#tooltip_content00362" data-tooltip-anchor="#tooltip_content00362"><span class="kwb">HAEMONCULUS</span> <span class="kwb">COVENS</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your unit, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|
DRU|000008510006|QUICKSILVER REACTIONS|Realspace Raiders – Battle Tactic Stratagem|1|The hyper-fast reflexes of the Drukhari allow them to duck and weave to avoid all but the swiftest enemy strikes.|Either player’s turn|Shooting or Fight phase|Realspace Raiders|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="kwb">DRUKHARI</span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack that targets your unit, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.<br><br><b>RESTRICTIONS:</b> You cannot target a <span class="tooltip00362" data-tooltip-content="#tooltip_content00362" data-tooltip-anchor="#tooltip_content00362"><span class="kwb">HAEMONCULUS</span> <span class="kwb">COVENS</span></span> unit from your army for this Stratagem. |
DRU|000008510005|ALLIANCE OF AGONY|Realspace Raiders – Battle Tactic Stratagem|1|Even the most bloodthirsty Drukhari will veil their enmity to work together against a shared enemy for the same gruesome purpose.|Either player’s turn|Any phase|Realspace Raiders|<b>WHEN:</b> Start of any phase.<br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Archon"><span class="kwb kwbo">ARCHON</span></a>, one <span class="tooltip00564" data-tooltip-content="#tooltip_content00564" data-tooltip-anchor="#tooltip_content00564"><span class="kwb">SUCCUBUS</span></span> and one <span class="tooltip00563" data-tooltip-content="#tooltip_content00563" data-tooltip-anchor="#tooltip_content00563"><span class="kwb">HAEMONCULUS</span></span> from your army.<br><br><b>EFFECT:</b> Discard one <span class="tooltip00164" data-tooltip-content="#tooltip_content00164"><span class="tt kwbu">Pain</span> <span class="tt kwbu">token</span></span> from your Pain token pool. Until the end of the phase, all three of those models’ units are Empowered.<br><br><b>RESTRICTIONS:</b> You can only use this Stratagem if you are able to select all three of the target models stated above.|
DRU|000008510002|PREY ON THE WEAK|Realspace Raiders – Battle Tactic Stratagem|1|The scent of a foe in pain draws Drukhari to it like hungry predators to an injured beast, their senses sharpening at its tang.|Your turn|Shooting phase|Realspace Raiders|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00363" data-tooltip-content="#tooltip_content00363" data-tooltip-anchor="#tooltip_content00363"><span class="kwb">KABAL</span></span> unit from your army and one enemy unit that is <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a>.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets that enemy unit, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>. |
DRU|000008510004|ACROBATIC DISPLAY|Realspace Raiders – Epic Deed Stratagem|1|Many Wych Cults favour spectacular gymnastic displays. Their fighters are never still, springing from one foot to the other at blinding speed.|Your turn|Charge phase|Realspace Raiders|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00364" data-tooltip-content="#tooltip_content00364" data-tooltip-anchor="#tooltip_content00364"><span class="kwb">WYCH</span> <span class="kwb">CULT</span></span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, your unit is eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> even if it <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a> or <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a> this turn. |
DRU|000008510003|STRIKE AND FADE|Realspace Raiders – Epic Deed Stratagem|2|The Drukhari are masters at using hit-and-run tactics, engaging a target with a flurry of shots before quickly manoeuvring into cover or out of sight.|Your turn|Shooting phase|Realspace Raiders|<b>WHEN:</b> End of your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">DRUKHARI</span> unit from your army (excluding <span class="tooltip00597" data-tooltip-content="#tooltip_content00597" data-tooltip-anchor="#tooltip_content00597"><span class="kwb">AIRCRAFT</span></span>).<br><br><b>EFFECT:</b> Your unit can immediately make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>.<br><br><b>RESTRICTIONS:</b> Until the end of the turn, your unit is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> and that unit cannot <a href="/wh40k10ed/the-rules/core-rules/#Embark">embark</a> within a <span class="tooltip00080" data-tooltip-content="#tooltip_content00080" data-tooltip-anchor="#tooltip_content00080"><span class="kwb">TRANSPORT</span></span> at the end of this move.|
DRU|000008716005|SKYBORNE ANNIHILATION|Skysplinter Assault – Battle Tactic Stratagem|1|These warriors are well versed in raining suppressing fire on the foe even as they close with them from on high, shredding defences and leaving the survivors easy prey for the raid.|Your turn|Shooting phase|Skysplinter Assault|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">DRUKHARI</span> unit from your army that <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarked</a> from a <span class="kwb">TRANSPORT</span> this turn and has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, ranged weapons equipped by models in your unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability, or the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 2]</a></span> ability instead if it is a <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Kabalite-Warriors"><span class="kwb kwbo">KABALITE</span> <span class="kwb kwbo">WARRIORS</span></a> unit.|
DRU|000008716004|POUNCE ON THE PREY|Skysplinter Assault – Strategic Ploy Stratagem|1|Incredible alien agility and a delight in taking wild risks help these warriors to leap acrobatically from their skimming transports directly into battle.|Your turn|Movement phase|Skysplinter Assault|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after a <span class="tooltip00079" data-tooltip-content="#tooltip_content00079" data-tooltip-anchor="#tooltip_content00079"><span class="kwb">DRUKHARI</span> <span class="kwb">INFANTRY</span></span> unit from your army <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from a <span class="kwb">TRANSPORT</span> that made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a> this phase.<br><br><b>TARGET:</b> That <span class="kwb">INFANTRY</span> unit. <br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>.|
DRU|000008716003|WRAITHLIKE RETREAT|Skysplinter Assault – Strategic Ploy Stratagem|1|Employing smoke grenades, paralysing mists or simple cunning and agility, these warriors slip away like spectres.|Either player’s turn|Fight phase|Skysplinter Assault|<b>WHEN:</b> End of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00079" data-tooltip-content="#tooltip_content00079" data-tooltip-anchor="#tooltip_content00079"><span class="kwb">DRUKHARI</span> <span class="kwb">INFANTRY</span></span> unit from your army that fought this phase.<br><br><b>EFFECT:</b> Your unit can make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back move</a>, but unless it is a <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Wyches"><span class="kwb kwbo">WYCHES</span></a> unit, it must end that move wholly within 3" horizontally and 5" vertically of a friendly <span class="tooltip00271" data-tooltip-content="#tooltip_content00271" data-tooltip-anchor="#tooltip_content00271"><span class="kwb">DRUKHARI</span> <span class="kwb">TRANSPORT</span></span> and must <a href="/wh40k10ed/the-rules/core-rules/#Embark">embark</a> within that <span class="kwb">TRANSPORT</span> at the end of that move.|
DRU|000008716002|VICIOUS BLADES|Skysplinter Assault – Strategic Ploy Stratagem|1|Wielding a horrifying array of hooked boarding blades, barbed lariats and other specialised tools of agony, these warriors hack and slash at their foes even as their transport skims low overhead.|Either player’s turn|Fight phase|Skysplinter Assault|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after a <span class="tooltip00271" data-tooltip-content="#tooltip_content00271" data-tooltip-anchor="#tooltip_content00271"><span class="kwb">DRUKHARI</span> <span class="kwb">TRANSPORT</span></span> from your army has selected its targets.<br><br><b>TARGET:</b> That <span class="kwb">TRANSPORT</span>.<br><br><b>EFFECT:</b> After your <span class="kwb">TRANSPORT</span> has fought, select one enemy unit that was the target of one or more of those attacks and roll one D6 for each model <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within your <span class="kwb">TRANSPORT</span>, adding 1 to the result if that embarked model is a <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Wracks"><span class="kwb kwbo">WRACKS</span></a> model: for each 5+, that enemy unit suffers 1 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> (to a maximum of 6 mortal wounds).|
DRU|000008716006|SWOOPING MOCKERY|Skysplinter Assault – Strategic Ploy Stratagem|1|The crew of this skimmer delight in evading and taunting their enemies with mocking ease.|Opponent’s turn|Movement phase|Skysplinter Assault|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after an enemy unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back move</a>.<br><br><b>TARGET:</b> One <span class="tooltip00271" data-tooltip-content="#tooltip_content00271" data-tooltip-anchor="#tooltip_content00271"><span class="kwb">DRUKHARI</span> <span class="kwb">TRANSPORT</span></span> from your army that is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units and is within 9" of the enemy unit that just ended that move.<br><br><b>EFFECT:</b> Your <span class="kwb">TRANSPORT</span> can make a Normal move of up to 6".|
DRU|000008716007|NIGHT SHIELD|Skysplinter Assault – Wargear Stratagem|1|These powerful Drukhari devices occlude their raiding vehicles not only from physical sight but also targeting sensors and even psychic senses.|Opponent’s turn|Shooting phase|Skysplinter Assault|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00366" data-tooltip-content="#tooltip_content00366" data-tooltip-anchor="#tooltip_content00366"><span class="kwb">DRUKHARI</span> <span class="kwb">VEHICLE</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, your unit has a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|
GC|000008505003|COORDINATED TRAP|Ascension Day – Battle Tactic Stratagem|2|Flowing like a dark tide down hidden tunnels, along rubble-choked gulleys or through sagging and rusted vents, the faithful utterly encircle their enemies.|Either player’s turn|Shooting or Fight phase|Ascension Day|<b>WHEN:</b> The start of your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> Two <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> units from your army that have not been selected to shoot or fight this phase, and one enemy unit.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in either of your units makes an attack, it can only target that enemy unit (and only if it is an eligible target for that attack), and when resolving that attack, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|
GC|000008505005|A PERFECT AMBUSH|Ascension Day – Battle Tactic Stratagem|1|These Cultists have tracked their enemies tirelessly, as predatory beasts stalk their prey. Only when their position is perfect do they strike, engulfing their victims in a hail of unexpected firepower.|Your turn|Shooting phase|Ascension Day|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> unit from your army that arrived from <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a> this turn and has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, improve the Ballistic Skill and Armour Penetration characteristics of ranged weapons equipped by models in your unit by 1.|
GC|000008505002|UNQUESTIONING LOYALTY|Ascension Day – Epic Deed Stratagem|1|Broodkin are so fanatically loyal that they do not hesitate to sacrifice themselves to protect their leaders.|Either player’s turn|Shooting or Fight phase|Ascension Day|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00367" data-tooltip-content="#tooltip_content00367" data-tooltip-anchor="#tooltip_content00367"><span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> <span class="kwb">CHARACTER</span></span> unit from your army that was selected as the target of one or more of that enemy unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time a <span class="kwb">CHARACTER</span> model in your unit would lose a wound, select one friendly <span class="kwb">GENESTEALER</span> <span class="kwb">CULTS</span> unit within 3" of it (excluding <span class="kwb">VEHICLE</span> units). Your <span class="kwb">CHARACTER</span> model does not lose that wound and that selected unit suffers one <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> instead.|
