id|faction_id|name|legend|description|detachment|
000008497|LoV|Ruthless Efficiency|The Kin of an Oathband are skilled warriors and ruthless expansionists, instinctively working together to defeat their foes and efficiently achieve their aims. As with everything, they approach war with a grim, methodical pragmatism that is an inspiration to other Kin.|At the start of the battle, select a number of units from your opponent’s army depending on the battle size, as shown below:<br><ul><li><b>Incursion:</b> 2 units</li><li><b>Strike Force:</b> 4 units</li><li><b>Onslaught:</b> 6 units</li></ul>Each of those units start the battle with 2 Judgement tokens (see <span class="tooltip00221" data-tooltip-content="#tooltip_content00221"><span class="tt kwbu">Eye</span> <span class="tt kwbu">of</span> <span class="tt kwbu">the</span> <span class="tt kwbu">Ancestors</span></span>).<br><br>If, at the start of any of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phases</a>, any of those units have been <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">destroyed</span></span>, you gain a number of CP depending on how early in the battle you destroyed it, as shown below (you can only gain CP in this way once per battle, and CP gained in this way are an exemption to the Core Rules that limit the maximum number of CP you can gain per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> to 1).<br><br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td colspan="2" style="border-width:2px 2px 1px 2px;border-style:solid solid none solid;background-color:rgb(118,136,129);color:rgb(10,10,10);border-color:rgb(61,84,70);text-align:left;vertical-align:middle;font-size:18px;width:0px;height:0px;"><b>Unit destroyed by the start of your first or second Command phase:</b></td></tr><tr><td style="border-width:2px 1px 1px 2px;border-style:solid none none solid;background-color:rgb(61,84,70);color:rgb(254,254,254);border-color:rgb(61,84,70);text-align:left;vertical-align:middle;font-size:18px;width:320px;height:0px;">You gain</td><td style="border-width:2px 2px 1px 1px;border-style:solid solid none none;background-color:rgb(61,84,70);color:rgb(254,254,254);border-color:rgb(61,84,70);text-align:center;vertical-align:middle;font-size:22px;width:160px;height:0px;"><b>3CP</b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:3px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:3px;"></td></tr><tr><td colspan="2" style="border-width:2px 2px 1px 2px;border-style:solid solid none solid;background-color:rgb(118,136,129);color:rgb(10,10,10);border-color:rgb(61,84,70);text-align:left;vertical-align:middle;font-size:18px;width:0px;height:0px;"><b>Unit destroyed by the start of your third or fourth Command phase:</b></td></tr><tr><td style="border-width:2px 1px 1px 2px;border-style:solid none none solid;background-color:rgb(61,84,70);color:rgb(254,254,254);border-color:rgb(61,84,70);text-align:left;vertical-align:middle;font-size:18px;width:320px;height:0px;">You gain</td><td style="border-width:2px 2px 1px 1px;border-style:solid solid none none;background-color:rgb(61,84,70);color:rgb(254,254,254);border-color:rgb(61,84,70);text-align:center;vertical-align:middle;font-size:22px;width:160px;height:0px;"><b>2CP</b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:3px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:3px;"></td></tr><tr><td colspan="2" style="border-width:2px 2px 1px 2px;border-style:solid solid none solid;background-color:rgb(118,136,129);color:rgb(10,10,10);border-color:rgb(61,84,70);text-align:left;vertical-align:middle;font-size:18px;width:0px;height:0px;"><b>Unit destroyed by the start of your fifth Command phase:</b></td></tr><tr><td style="border-width:2px 1px 1px 2px;border-style:solid none none solid;background-color:rgb(61,84,70);color:rgb(254,254,254);border-color:rgb(61,84,70);text-align:left;vertical-align:middle;font-size:18px;width:320px;height:0px;">You gain</td><td style="border-width:2px 2px 1px 1px;border-style:solid solid none none;background-color:rgb(61,84,70);color:rgb(254,254,254);border-color:rgb(61,84,70);text-align:center;vertical-align:middle;font-size:22px;width:160px;height:0px;"><b>1CP</b></td></tr></tbody></table></td></tr></tbody></table></div>|Oathband|
000008370|NEC|Command Protocols|The Necron nobility and their high-ranking courtiers make war in a codified and relentless fashion. Their command protocols crackle out across multi-dimensional spectra from carrier-wave projectors, compelling their semi-sentient soldiery into battle one overriding directive at a time|While a <span class="tooltip00339" data-tooltip-content="#tooltip_content00339" data-tooltip-anchor="#tooltip_content00339"><span class="kwb kwbu">NECRONS</span> <span class="kwb kwbu">CHARACTER</span></span> model is leading this unit, each time a model in this unit makes an attack, add 1 to the <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|Awakened Dynasty|
000008542|NEC|Annihilation Protocol|The most murderous Necrons of an Annihilation Legion retain no thought processes beyond destroying anything in reach. They are mechanised death, echoes of the industrialised and brutal processes of bio transference made manifest. Whether soullessly efficient or frenziedly deluded, these killing machines follow protocols that have atrophied into a singular and all-consuming insanity.|Each time a <span class="tooltip00287" data-tooltip-content="#tooltip_content00287" data-tooltip-anchor="#tooltip_content00287"><span class="kwb kwbu">DESTROYER</span> <span class="kwb kwbu">CULT</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/necrons/Flayed-Ones"><span class="kwb kwbo">FLAYED</span> <span class="kwb kwbo">ONES</span></a> unit from your army <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">declares</span> <span class="tt kwbu">a</span> <span class="tt kwbu">charge</span></span>, you can re-roll the <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">Charge</span> <span class="tt kwbu">roll</span></span>. If one or more targets of that charge are <span class="tooltip00561" data-tooltip-content="#tooltip_content00561"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, add 1 to the Charge roll as well.|Annihilation Legion|
000008545|NEC|Power Matrix|Countless worlds across the galaxy harbour quiescent Necron technology, buried beneath the surface or mistaken for mere xenoarchaeological ruins. Whether part of an awakening tomb world’s defences, phased beneath the crust of a planet to empower the Cryptek’s conquest or perhaps the very objects they seek, these strange engines can be roused to wakefulness. Linked in an interdimensional matrix, their ancient energy cores can be vampirically bled to empower the Crypteks’ arcane technologies as well as their artificial and servile constructs.|Certain areas of the battlefield are considered to be within your army’s Power Matrix, as follows: <br><br><ul><li>Your deployment zone is always within your army’s Power Matrix. </li><li>At the start of <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">any phase</a>, if you control at least half of the <span class="tooltip00245" data-tooltip-content="#tooltip_content00245"><span class="tt kwbu">objective</span> <span class="tt kwbu">markers</span></span> within No Man’s Land, until the end of that phase, No Man’s Land is within your army’s Power Matrix. </li><li>At the start of any phase, if you control at least half of the objective markers within your opponent’s deployment zone, until the end of that phase, your opponent’s deployment zone is within your army’s Power Matrix. </li></ul>Each time a model in a <span class="tooltip00215" data-tooltip-content="#tooltip_content00215" data-tooltip-anchor="#tooltip_content00215"><span class="kwb kwbu">CRYPTEK</span></span> or <span class="tooltip00285" data-tooltip-content="#tooltip_content00285" data-tooltip-anchor="#tooltip_content00285"><span class="kwb kwbu">CANOPTEK</span></span> unit from your army makes an attack, re-roll a <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1. If such a unit is wholly within your army’s Power Matrix, you can re-roll the Hit roll instead.|Canoptek Court|
000008549|NEC|Worthy Foes|With a command transmitted by regal carrier wave, signalled by a glowing glyph or via a haughty gesture with their blade, the ruling nobles mark their chosen enemy. With this declaration are the Triarchal Codes observed, and the ignorant foe doomed. The nobles’ powerful servants and the Triarch’s guardians of tradition march to war obediently, driven to best the mightiest of foes on the battlefield as a demonstration of the dynasty’s honour and a warning to the rest of their enemies’ foolish kind.|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one enemy unit. Until the start of your next Command phase, each time an <span class="tooltip00570" data-tooltip-content="#tooltip_content00570" data-tooltip-anchor="#tooltip_content00570"><span class="kwb kwbu">OVERLORD</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/necrons/Lychguard"><span class="kwb kwbo">LYCHGUARD</span></a> or <span class="tooltip00593" data-tooltip-content="#tooltip_content00593" data-tooltip-anchor="#tooltip_content00593"><span class="kwb kwbu">TRIARCH</span></span> unit from your army makes an attack that targets that unit, add 1 to the <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|Obeisance Phalanx|
000008553|NEC|Hyperphasing|Employing fractal corridors, dolmen gates and ancient translocation science, the Necrons are able to phase in and out of existence. Nowhere is safe for the terrified foe as mechanoid hunters appear from unfolding planar lattices to slaughter or escape retribution into gulfs of darkness, only to materialise elsewhere to kill anew.|At the end of your opponents turn, you can select a number of <span class="kwb">NECRONS</span> units from your army (excluding units that are within <span class="tooltip00185" data-tooltip-content="#tooltip_content00185"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units). The maximum number of units you can select depends on the battle size, as follows:<br><br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none solid none;background-color:rgb(4,83,42);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:160px;height:0px;"><b>BATTLE SIZE</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none solid none;background-color:rgb(4,83,42);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:320px;height:0px;"><b>NUMBER OF UNITS</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:160px;height:0px;">Incursion</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"><b>Up to 2 units </b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:160px;height:0px;">Strike Force</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"><b>Up to 3 units </b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:160px;height:0px;">Onslaught</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"><b>Up to 4 units </b></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:0px;"></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:0px;"></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:0px;"></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:0px;"></td></tr><tr><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:160px;height:0px;"></td><td style="border-width:0 0 0 0;border-style:none none none none;vertical-align:bottom;width:320px;height:0px;"></td></tr></tbody></table></td></tr></tbody></table></div><br>Once you have made your selections, remove those units from the battlefield and place them into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|Hypercrypt Legion|
000008365|ORK|Get Stuck In|Once an Ork gets stuck into hand-to-hand combat, they quickly overwhelm their enemies through sheer ferocity and an eagerness to give the gitz a good kicking.|Melee weapons equipped by <span class="kwb">ORKS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.|War Horde|
000008867|ORK|Da Hunt Is On|Spying the largest or most dangerous threats on the battlefield - besides the Orks themselves - Beast Snaggas chase them down with gleeful enthusiasm, mobs racing each other to claim the kill and to snag a worthy trophy with which to proclaim their status as the warband’s greatest hunters. Until, that is, the easily distracted ladz notice their next quarry.|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one <span class="kwb">MONSTER</span>, <span class="kwb">VEHICLE</span> or <span class="kwb">WARLORD</span> unit from your opponent s army. If your opponent does not have any of these on the battlefield (or <span class="tooltip00010" data-tooltip-content="#tooltip_content00010"><span class="tt kwbu">embarked</span></span> within a <span class="kwb">TRANSPORT</span> that is on the battlefield), you can select one <span class="kwb">CHARACTER</span> unit from your opponent’s army instead. Until the start of your next Command phase, that enemy unit is your Prey:<br><ul><li>Each time a <span class="tooltip00291" data-tooltip-content="#tooltip_content00291" data-tooltip-anchor="#tooltip_content00291"><span class="kwb kwbu">BEAST</span> <span class="kwb kwbu">SNAGGA</span></span> unit from your army <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">declares</span> <span class="tt kwbu">a</span> <span class="tt kwbu">charge</span></span> that includes your Prey as one of the targets, you can re-roll the <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">Charge</span> <span class="tt kwbu">roll</span></span>.</li><li>Each time a <span class="kwb">BEAST</span> <span class="kwb">SNAGGA</span> model from your army makes an attack that targets your Prey, improve the Armour Penetration characteristic of that attack by 1.</li></ul>|Da Big Hunt|
000008871|ORK|Adrenaline Junkies|If there is one thing Speed Freeks love more than racing full tilt towards the enemy, smashing into them and pulling hair pin turns to do it all again, it is loosing incredible amounts of noisy, chugging dakka as they do so.|<span class="tooltip00341" data-tooltip-content="#tooltip_content00341" data-tooltip-anchor="#tooltip_content00341"><span class="kwb kwbu">SPEED</span> <span class="kwb kwbu">FREEKS</span></span> units from your army are eligible to shoot in a turn in which they <span class="tooltip00504" data-tooltip-content="#tooltip_content00504"><span class="tt kwbu">Advanced</span></span> or <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.|Kult of Speed|
000008875|ORK|Try Dat Button!|Inventive Meks wire all manner of kustomised gubbinz, suspicious extras and inviting big red buttons to weapons or into the cockpits of their clanking kan creations. Eager Orks are always enthusiastic to try out such random innovations to see what sort of destruction they can cause. Sometimes this can be risky, but that’s half the fun!|Each time a <span class="tooltip00288" data-tooltip-content="#tooltip_content00288" data-tooltip-anchor="#tooltip_content00288"><span class="kwb kwbu">MEK</span></span>, <span class="tooltip00295" data-tooltip-content="#tooltip_content00295" data-tooltip-anchor="#tooltip_content00295"><span class="kwb kwbu">ORKS</span> <span class="kwb kwbu">WALKER</span></span> or <span class="tooltip00296" data-tooltip-content="#tooltip_content00296" data-tooltip-anchor="#tooltip_content00296"><span class="kwb kwbu">GROTS</span> <span class="kwb kwbu">VEHICLE</span></span> unit from your army is selected to shoot or fight, roll one D6. Until the end of the phase, weapons equipped by models in that unit have the corresponding ability shown in the table below.<br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none solid none;background-color:rgb(70,91,24);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:160px;height:0px;"><b>D6</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none solid none;background-color:rgb(70,91,24);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:320px;height:0px;"><b>BUTTON EFFECT</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:160px;height:0px;"><img src="/wh40k10ed/img/d1.png"> <img src="/wh40k10ed/img/d2.png"></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"><b><span class="kwb2 bluefont"><span class="tooltip00002" data-tooltip-content="#tooltip_content00002"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:160px;height:0px;"><img src="/wh40k10ed/img/d3.png"> <img src="/wh40k10ed/img/d4.png"></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"><b><span class="kwb2 bluefont"><span class="tooltip00502" data-tooltip-content="#tooltip_content00502"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:160px;height:0px;"><img src="/wh40k10ed/img/d5.png"> <img src="/wh40k10ed/img/d6.png"></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"><b>Each time an attack is made with this weapon, on a <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Wound</span></span>, improve the Armour Penetration characteristic of that attack by 2.</b></td></tr></tbody></table></td></tr></tbody></table></div><br>Alternatively, when such a unit is selected to shoot or fight, you can select one of the abilities above instead of rolling the D6. If you do, until the end of the phase, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip00342" data-tooltip-content="#tooltip_content00342"><span class="tt kwbu">[HAZARDOUS]</span></span></span> ability as well.<br><br>If a weapon equipped by a model from you army has the <span class="kwb2 bluefont"><span class="tooltip00342" data-tooltip-content="#tooltip_content00342"><span class="tt kwbu">[HAZARDOUS]</span></span></span> ability from multiple sources, each time you take a Hazardous test for that weapon, it is failed on a roll of a 1 or a 2.|Dread Mob|
000008876|ORK|KEYWORDS||<span class="tooltip00237" data-tooltip-content="#tooltip_content00237" data-tooltip-anchor="#tooltip_content00237"><span class="kwb kwbu">GRETCHIN</span></span> units from your army gain the <span class="kwb">BATTLELINE</span> keyword.|Dread Mob|
000008880|ORK|Mob Mentality|Caught up in the infectious and nigh supernatural belligerence that suffuses such large hordes of Orks on the warpath, the Boyz tend to push through lethal wounds, being too immersed in the energetic riot to worry about such things as long as they have a load of mates to enjoy the fight with.|Each time an attack targets a <a class="kwbOne" href="/wh40k10ed/factions/orks/Boyz"><span class="kwb kwbo">BOYZ</span></a> unit from your army, models in that unit have a 5+ <span class="tooltip00253" data-tooltip-content="#tooltip_content00253"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span> against that attack. In addition, each time an attack targets an <span class="kwb">ORKS</span> unit from your army, if it contains 10 or more models, re-roll a saving throw of 1 made against that attack.|Green Tide|
000008884|ORK|Da Boss Is Watchin’|Gathered together into an all-conquering mass of hulking brutes, the biggest Nobz and their even larger bosses are - or so they claim - more Orky than anyone else. Their bellowed war cries are louder, their self-belief, impetus and sheer presence an affront to the senses. Theirs is a violent momentum that can roll through entire enemy armies in an unrelenting wave of aggression.|At the start of a <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> in which you have not called a <span class="tooltip00129" data-tooltip-content="#tooltip_content00129"><span class="tt kwbu">Waaagh!</span></span>, if you have one or more <span class="tooltip00131" data-tooltip-content="#tooltip_content00131" data-tooltip-anchor="#tooltip_content00131"><span class="kwb kwbu">WARBOSS</span></span> models on the battlefield (or <span class="tooltip00010" data-tooltip-content="#tooltip_content00010"><span class="tt kwbu">embarked</span></span> within a <span class="tooltip00343" data-tooltip-content="#tooltip_content00343" data-tooltip-anchor="#tooltip_content00343"><span class="kwb kwbu">TRANSPORT</span></span> that is on the battlefield), you can call a Waaagh! for a second time this battle. When doing so, that second Waaagh! only counts as having been called for <span class="kwb">WARBOSS</span>, <a class="kwbOne" href="/wh40k10ed/factions/orks/Nobz"><span class="kwb kwbo">NOBZ</span></a> and <a class="kwbOne" href="/wh40k10ed/factions/orks/Meganobz"><span class="kwb kwbo">MEGANOBZ</span></a> units from your army.|Bully Boyz|
000008463|QI|Indomitable Heroes|Gathered into a powerful formation known as a lance, Imperial Knights and the Nobles who pilot them wage their honour-driven assaults with renowned resilience and bloody-minded determination.|All <span class="kwb">IMPERIAL</span> <span class="kwb">KNIGHTS</span> models from your army have the <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">6+</span></span> ability. If your army is <span class="tooltip00300" data-tooltip-content="#tooltip_content00300"><span class="tt kwbu">Honoured</span></span>, those models have the <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">5+</span></span> ability.|Noble Lance|
000008518|QT|Forged in Terror (Aura)|Chaos Knights are servants of shadow and terror; wherever they stride, fear and madness spread.|In the <span class="tooltip00028" data-tooltip-content="#tooltip_content00028"><span class="tt kwbu">Battle-shock</span></span> step of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if an enemy unit that is below its <span class="tooltip00573" data-tooltip-content="#tooltip_content00573"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span> is within 12" of a <span class="kwb">CHAOS</span> <span class="kwb">KNIGHTS</span> model from your army, that enemy unit must take a Battleshock test. For the purposes of this ability, if a unit has a Starting Strength of 1, it is considered to be below its Starting Strength while it has lost one or more wounds.<br><br><b>Designer’s Note:</b> <i>This means that all enemy units within range of this <span class="tooltip00562" data-tooltip-content="#tooltip_content00562"><span class="tt kwbu">Aura</span> <span class="tt kwbu">ability</span></span> that have lost one or more models must take a <span class="tooltip00028" data-tooltip-content="#tooltip_content00028"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span> in your opponent’s Command phase, not just those that are <span class="tooltip00561" data-tooltip-content="#tooltip_content00561"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>.</i>|Traitoris Lance|
000008355|SM|Combat Doctrines|The Codex Astartes has proven its worth as a superb treatise on warfare over countless battlefields, and has remained so even after ten thousand years. Many Space Marines hold its wisdom in awe, and exemplify its teachings, employing a flexible set of combat doctrines to eliminate their enemy. Few opponents can withstand the fury of such an onslaught.|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one of the Combat Doctrines listed below. Until the start of your next Command phase, that Combat Doctrine is active and its effects apply to all <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army. You can only select each Combat Doctrine once per battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Devastator Doctrine</p><p class="ShowFluff legend2">The Codex Astartes details the strategic value of overwhelming firepower applied to key targets while advancing into position to eliminate threats.</p><p>This unit is eligible to shoot in a turn in which it <span class="tooltip00504" data-tooltip-content="#tooltip_content00504"><span class="tt kwbu">Advanced</span></span>.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Tactical Doctrine</p><p class="ShowFluff legend2">As the warring armies close upon one another and vicious fire-fights erupt, the Codex lays out strategies for swiftly seizing the initiative and combining versatility with firepower.</p><p>This unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <span class="tooltip00019" data-tooltip-content="#tooltip_content00019"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Assault Doctrine</p><p class="ShowFluff legend2">The Codex Astartes leaves no doubt that the killing blow in most engagements must be delivered with a decisive close-quarters strike. It presents plentiful tactical means to achieve this end.</p><p>This unit is eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <span class="tooltip00504" data-tooltip-content="#tooltip_content00504"><span class="tt kwbu">Advanced</span></span>.</p></td></tr></tbody></tbody></table></div>|Gladius Task Force|
000008374|SM|The Red Thirst|Though they strive to restrain it, the murderous ferocity of the Blood Angels simmers beneath the surface of their thoughts. In battle, this rage drives them towards the foe and lends great strength to their blows.|Each time an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army is selected to fight, if that unit made a <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">Charge</span> <span class="tt kwbu">move</span></span> this turn, until the end of the phase, add 2 to the Strength characteristic and add 1 to the Attacks characteristic of melee weapons equipped by models in that unit.|Sons of Sanguinius|
000008473|SM|Shield of the Imperium|Across blood-drenched battlefields, within towering citadels and isolated orbital stations, the Angels of Death throw back tides of traitors, mutants, xenos and heretics, and purge enemy holdings of foes thanks to their disciplined strategies and fighting skills. All who oppose them are met with volleys of deadly accurate firepower long before they reach the battle-brothers’ razor-sharp blades.|Ranged weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00500" data-tooltip-content="#tooltip_content00500"><span class="tt kwbu">[HEAVY]</span></span></span> ability. If such a weapon already has this ability, each time an attack is made with that weapon, if the attacking model’s unit <span class="tooltip00560" data-tooltip-content="#tooltip_content00560"><span class="tt kwbu">Remained</span> <span class="tt kwbu">Stationary</span></span> this turn, add 1 to the <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|Anvil Siege Force|
000008477|SM|Armoured Wrath|An Ironstorm Spearhead’s commanders guide their assault with pre-cogitated fire solutions, cycling data-gheist inloads and whispered binharic auguries. These ensure their warriors, and the belligerent machine spirits inhabiting their war engines, deliver their fire with inescapable accuracy.|Once per phase for each <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit in your army, you can re-roll one <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>, one <span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> or one Damage roll made for a model in that unit.|Ironstorm Spearhead|
