id|name|faction_id|source_id|legend|role|loadout|transport|virtual|leader_head|leader_footer|damaged_w|damaged_description|link|
000000767|Dominus Armoured Siege Bombard|AM|000000249||Other|<b>This model is equipped with:</b> Dominus triple bombard; 2 heavy bolters; armoured tracks.||false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Dominus-Armoured-Siege-Bombard|
000000768|Gorgon Heavy Transport|AM|000000249||Other|<b>This model is equipped with:</b> 2 Gorgon mortars; 2 twin heavy stubbers; landing ramp.|This model has a transport capacity of 30 <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> models. Each <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Infantry-Squad"><span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model and <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Platoon-Command-Squad"><span class="kwb kwbo">VETERAN</span> <span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model takes up the space of 2 models. Each <span class="tooltip01026" data-tooltip-content="#tooltip_content01026" data-tooltip-anchor="#tooltip_content01026"><span class="kwb">OGRYN</span></span> model takes up the space of 3 models. It cannot transport <span class="tooltip00300" data-tooltip-content="#tooltip_content00300" data-tooltip-anchor="#tooltip_content00300"><span class="kwb">ARTILLERY</span></span> models.|false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Gorgon-Heavy-Transport|
000000769|Macharius|AM|000000247|Resilient and brutally powerful, the Macharius tank is an ancient war machine named after the Imperium’s crusading hero, Lord Commander Solar Macharius. Though some consider the Macharius an inferior predecessor to the Baneblade, the rugged machine continues to defy its critics, sowing destruction wherever it is deployed.|Other|<b>This model is equipped with:</b> 2 heavy stubbers; Macharius twin battle cannon; twin heavy stubber; armoured tracks.||false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Macharius|
000000770|Macharius Omega|AM|000000249||Other|<b>This model is equipped with:</b> omega-pattern plasma blastgun; armoured tracks.||false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Macharius-Omega|
000000771|Macharius Vanquisher|AM|000000247|Replacing the Macharius’ twin battle cannon with the Macharius vanquisher cannon creates the vanquisher variant; a deadly tank-hunter that can devastate whole squadrons of lighter vehicles or knock out rival super-heavies. The Macharius vanquisher cannon is costly, but its presence can tip the balance of tank warfare.|Other|<b>This model is equipped with:</b> 2 heavy stubbers; Macharius twin vanquisher cannon; twin heavy stubber; armoured tracks.||false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Macharius-Vanquisher|
000000772|Macharius Vulcan|AM|000000247|The turret weapon of the Macharius Vulcan is the fearsome vulcan mega-bolter. Also carried by Warhound-class Titans, this twin rotary weapon emits a torrent of explosive rounds that can annihilate infantry. So furious is the Vulcan’s rate of fire that tank crews use every inch of cabin space to store as many extra rounds as possible.|Other|<b>This model is equipped with:</b> 2 heavy stubbers; Macharius vulcan mega-bolter; twin heavy stubber; armoured tracks||false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Macharius-Vulcan|
000000773|Marauder Bomber|AM|000000248|Capable of atmospheric and void operations, the Marauder Bomber is an Imperial Navy workhorse with an excellent weapon payload. It excels when supporting Astra Militarum ground offensives with bombing runs on enemy troop concentrations, entrenched positions and supply facilities.|Other|<b>This model is equipped with:</b> heavy bombs; 2 heavy bolters; 2 lascannons; armoured hull.||false|||1-7|While this model has 1-7 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Marauder-Bomber|
000000774|Marauder Destroyer|AM|000000248|The Marauder Destroyer was developed during the Second War for Armageddon in response to the dominance of Ork air power. The result was a heavily armed and armoured aircraft capable of hunting down airborne foes or striking armoured ground targets with an array of fearsome guns and missiles.|Other|<b>This model is equipped with:</b> 2 assault cannons; 2 heavy bolters; Marauder nose autocannons; armoured hull.||false|||1-7|While this model has 1-7 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Marauder-Destroyer|
000000775|Minotaur|AM|000000249||Other|<b>This model is equipped with:</b> Minotaur twin earthshaker cannon; armoured tracks.||false|||1-6|While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Minotaur|
000000776|Praetor|AM|000000247|Built around the same chassis as the Crassus assault transport, the Praetor mounts a sophisticated missile system that can be armed with a variety of warheads. These range from versatile foehammer missiles packed with explosive bomblets to fragmenting firestorm munitions.|Other|<b>This model is equipped with:</b> 2 heavy bolters; Praetor launcher; armoured tracks||false|||1-6|While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Praetor|
000000777|Valdor|AM|000000247|The Valdor is an arcane variant of the Malcador tank chassis, its entire frame dominated by a technological relic known as the neutron laser projector. This powerful energy weapon fires a beam of superenergised particles that can penetrate the thickest armour and send a crippling electromagnetic pulse through vehicles’ inner workings.|Other|<b>This model is equipped with:</b> autocannon; Valdor neutron laser; armoured tracks.||false|||1-7|While this model has 1-7 wounds remaining, subtract 4 from its Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Valdor|
000000778|Aquila Lander|AM|000000249||Other|<b>This model is equipped with:</b> heavy bolter; armoured hull.|This model has a transport capacity of 12 <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> models. Each <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Infantry-Squad"><span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model and <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Platoon-Command-Squad"><span class="kwb kwbo">VETERAN</span> <span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model takes up the space of 2 models. Each <span class="tooltip01026" data-tooltip-content="#tooltip_content01026" data-tooltip-anchor="#tooltip_content01026"><span class="kwb">OGRYN</span></span> model takes up the space of 3 models. It cannot transport <span class="tooltip00300" data-tooltip-content="#tooltip_content00300" data-tooltip-anchor="#tooltip_content00300"><span class="kwb">ARTILLERY</span></span> models.|false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Aquila-Lander|
000000779|Arvus Lighter|AM|000000249||Other|<b>This model is equipped with:</b> armoured hull.|This model has a transport capacity of 12 <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> models. Each <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Infantry-Squad"><span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model and <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Platoon-Command-Squad"><span class="kwb kwbo">VETERAN</span> <span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model takes up the space of 2 models. It cannot transport <span class="tooltip01026" data-tooltip-content="#tooltip_content01026" data-tooltip-anchor="#tooltip_content01026"><span class="kwb">OGRYN</span></span> or <span class="tooltip00300" data-tooltip-content="#tooltip_content00300" data-tooltip-anchor="#tooltip_content00300"><span class="kwb">ARTILLERY</span></span> models.|false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Arvus-Lighter|
000000780|Avenger Strike Fighter|AM|000000248|The Avenger is a dedicated strike fighter, designed to conduct high-speed, low-level attacks on ground targets. Armoured vehicle formations and high-value strategic assets are the Avenger’s principal prey, the aircraft’s bolt cannon giving it a tank-killing capability that exceeds most other Imperial flyers of its size.|Other|<b>This model is equipped with:</b> Avenger bolt cannon; heavy stubber; 2 lascannons; armoured hull.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Avenger-Strike-Fighter|
000000781|Voss-pattern Lightning|AM|000000248|Smaller and more agile than the iconic Thunderbolt, the Lightning is a high-speed suborbital fighter designed for interception, interdiction and surgical strikes. The Lightning’s hellstrike missiles, coupled with lascannons, ensure that few ground targets are safe from its swooping assaults.|Other|<b>This model is equipped with:</b> 2 lascannons; armoured hull.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Voss-pattern-Lightning|
000000783|Vendetta Gunship|AM|000000249||Other|<b>This model is equipped with:</b> 3 Vendetta twin lascannons; armoured hull.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Vendetta-Gunship|
000000784|Vulture Gunship|AM|000000248|Based on the Valkyrie STC, Vulture Gunships are high-speed, low-level hunter-killers capable of bearing a wide range of payloads. Whether performing close-protection roles for drop troops or strafing missions against massed infantry and light vehicles, Vultures are stalwarts of the Imperial Navy that can be adapted to many combat situations.|Other|<b>This model is equipped with:</b> heavy bolter; 2 multiple rocket pods; Vulture hellstrike racks; armoured hull.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Vulture-Gunship|
000000889|Primaris Psyker|AM|000000016|Primaris Psykers’ empyrically attuned minds are steeled against the manifold dangers risked by unsanctioned wielders of warp powers. These battle-trained psykers support the Astra Militarum’s wars with eerie foretelling, warding soldiers against the enemy’s witchcraft and unleashing tempests of their own psychic might.|Characters|<b>This model is equipped with:</b> laspistol; Psychic Maelstrom; force weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Primaris-Psyker|
000001237|Valkyrie Sky Talon|AM|000000249||Other|<b>This model is equipped with:</b> heavy bolter; 2 hellstrike missiles; armoured hull.|This model has a transport capacity of 1 <span class="tooltip01028" data-tooltip-content="#tooltip_content01028" data-tooltip-anchor="#tooltip_content01028"><span class="kwb">TAUROS</span></span> model or 2 <span class="tooltip00304" data-tooltip-content="#tooltip_content00304" data-tooltip-anchor="#tooltip_content00304"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">WALKER</span></span> models.|false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Valkyrie-Sky-Talon|
000001383|Mukaali Riders|AM|000000249||Other|<b>Every model is equipped with:</b> laspistol; hunting lance; stomping feet.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Mukaali-Riders|
000001394|Ministorum Priest|AM|000000016|Serving amongst the Imperial Guard’s regiments to bolster the spiritual strength of its soldiers, Regimental Preachers are fiery zealots and fanatical orators. They do not shy away from combat, but wade amongst the foe, their voices raised in prayer to the God-Emperor and in furious castigation of the enemy.|Characters|<b>This model is equipped with:</b> holy pistol; power weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Ministorum-Priest|
000001396|Tech-Priest Enginseer|AM|000000016|Adepts of the Omnissiah, Enginseers are robed machine-mystics tasked with using arcane lore and cybernetic arrays to effect battlefield repairs upon damaged fighting machines. To them, every war engine is a priceless artefact of technology, whose spirit need only be roused once more to take revenge on the enemy.|Characters|<b>This model is equipped with:</b> archeotech pistol; Enginseer axe; servo-arm.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Tech-Priest-Enginseer|
000001397|Munitorum Servitors|AM|000000016|Lobotomised and augmented, Servitors attend the Departmento Munitorum in countless menial ways. These cybernetic living tools often form servile retinues for Enginseers, using their industrial servo- arms to repair hulking tanks, but unhesitatingly turning them on the foe should they draw too near.|Other|<b>Every model is equipped with:</b> Servitor’s servo-arm.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Munitorum-Servitors|
000001398|Ogryn Bodyguard|AM|000000016|Ogryn Bodyguards are particularly capable warriors of their kind who have but one duty – to protect the officer to whom they are assigned. Whether by throwing themselves in the line of fire or slaughtering all enemies who come near their ward, they are invaluable retainers in the swirl of battlefield combat.|Other|<b>This model is equipped with:</b> ripper gun; close combat weapon; huge knife.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Ogryn-Bodyguard|
000001406|Sly Marbo|AM|000000016|Sly Marbo is a one-man army. He operates alone, striking from ambush before disappearing back into the shadows. A legendary soldier, Marbo has gutted xenos horrors and slit the throats of traitors beyond count with his envenomed blade, and fires hails of poisoned shards from his ripper pistol.|Characters|<b>This model is equipped with:</b> ripper pistol; envenomed blade.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Sly-Marbo|
000001596|Rein And Raus|AM|000000249||Characters|<b>Rein is equipped with:</b> sniper rifle; stub pistol; close combat weapon. <br><br><b>Raus is equipped with:</b> demolition charge; stub pistol; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Rein-And-Raus|
000001994|Carnodon|AM|000000247|The Carnodon is a versatile battle tank whose storied history stretches back to the Great Crusade. Adaptable and reliable, the Carnodon became a byword for conquest amongst the Expeditionary fleets, and though it is now largely kept in strategic reserve, it continues to perform with distinction when called into service.|Other|<b>This model is equipped with:</b> 2 autocannons; Carnodon twin autocannon; armoured tracks.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Carnodon|
000002374|Death Korps Grenadier Squad|AM|000000249||Other|<b>The Grenadier Sergeant is equipped with:</b> sergeant’s pistol; sergeant’s close combat weapon. <br><br><b>Every Grenadier model is equipped with:</b> hot-shot lasgun; close combat weapon. <br><br><b>The Heavy Weapons Team is equipped with:</b> heavy flamer; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Death-Korps-Grenadier-Squad|
000002375|Quartermaster Cadre Squad|AM|000000249||Characters|<b>The Quartermaster Revenant is equipped with:</b> Quartermaster’s pistol; Quartermaster’s close combat weapon.<br><br><b>Every Medicae Servitor is equipped with:</b> medical scalpels||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Quartermaster-Cadre-Squad|
000002377|Elysian Sniper Squad|AM|000000249||Other|<b>Every model is equipped with:</b> lasgun; sniper rifle; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Elysian-Sniper-Squad|
000002378|Death Rider Commissar|AM|000000249||Characters|<b>This model is equipped with:</b> Commissar's pistol; Commissar's close combat weapon; savage claws.||false||<i>You can attach this model to the above unit even if one <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Death-Rider-Squadron-Commander"><span class="kwb kwbo">DEATH</span> <span class="kwb kwbo">RIDER</span> <span class="kwb kwbo">SQUADRON</span> <span class="kwb kwbo">COMMANDER</span></a> model has already been attached to it. If you do, and that <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strengths</a>.</i>|||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Death-Rider-Commissar|
000002379|Storm Chimera|AM|000000249||Dedicated Transports|<b>This model is equipped with:</b> autocannon; heavy bolter; armoured tracks.|This model has a transport capacity of 12 <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> models. Each <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Infantry-Squad"><span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span></a> model and Veteran <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Infantry-Squad"><span class="kwb kwbo">HEAVY</span> <span class="kwb kwbo">WEAPONS</span> <span class="kwb kwbo">TEAM</span> <span class="kwb kwbo">MODEL</span></a> takes up the space of 2 models. Each <span class="tooltip01026" data-tooltip-content="#tooltip_content01026" data-tooltip-anchor="#tooltip_content01026"><span class="kwb">OGRYN</span></span> model takes up the space of 3 models. It cannot transport <span class="tooltip00300" data-tooltip-content="#tooltip_content00300" data-tooltip-anchor="#tooltip_content00300"><span class="kwb">ARTILLERY</span></span> models.|false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Storm-Chimera|
000002385|Death Korps Marshal|AM|000000247|The regimental leaders known as Marshals are masters of the Krieg way of war, with strategic command over thousands of men and vehicles. Nonetheless, the martial philosophy of the Death Korps considers all soldiers expendable, and Marshals are often on the front line, their boots mired with the same filth as their subordinates.|Characters|<b>This model is equipped with:</b> laspistol; power sword.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Death-Korps-Marshal|
000002386|Death Rider Squadron Commander|AM|000000247|Death Rider inductees are chosen for their initiative, and the most sharp-minded recruits are made Squadron Commanders. Leading shock cavalry assaults is an exceptionally hazardous role, but those who survive are often elevated to higher commands, where their callous disregard for casualties continues to serve them well.|Characters|<b>This model is equipped with:</b> laspistol; Death Rider hunting lance; savage claws.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Death-Rider-Squadron-Commander|
000002389|Death Rider Squadron|AM|000000247|Death Rider squadrons excel in rapid assault roles that are beyond the capabilities of infantry platoons. Armed with explosive-tipped lances and mounted on Krieg steeds bio-engineered for resilience and aggression, they use their superior mobility to press breakthroughs, outflank enemy counterattacks and reconnoitre the battlefield.|Other|<b>Every model is equipped with:</b> laspistol; Death Rider hunting lance; savage claws.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Death-Rider-Squadron|
000002485|Gaunt’s Ghosts|AM|000000016|Colonel-Commissar Ibram Gaunt combines the positions of feared political officer and the regimental commander of the Tanith First and Only. Joined by the regiment’s stealthy and deadly officers and soldiers – those known as Gaunt’s Ghosts – Gaunt’s infamous raids, secretive missions and unlikely victories have cemented his legend.|Characters|<b>Ibram Gaunt is equipped with:</b> bolt pistol; Gaunt’s chainsword. <br><br><b>1 Tanith Ghost is equipped with:</b> Corbec’s hot-shot lascarbine; straight silver knife. <br><br><b>1 Tanith Ghost is equipped with:</b> Rawne’s lascarbine; straight silver knife. <br><br><b>1 Tanith Ghost is equipped with:</b> Larkin’s long-las; straight silver knife. <br><br><b>1 Tanith Ghost is equipped with:</b> Bragg’s autocannon; straight silver knife. <br><br><b>1 Tanith Ghost is equipped with:</b> lascarbine; Mkoll’s straight silver knife.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Gaunt-s-Ghosts|
000002605|Lord Solar Leontus|AM|000000016|Arcadian Leontus wields entire armies of the Astra Militarum against apocalyptic invasions and sector-wide insurgencies. A war scholar and master tactician, the Lord Commander Solar bestrides the battlefield on his cybernetic stallion, Konstantin, levelling his blade at the foe as he bellows his orders.|Characters|<b>This model is equipped with:</b> Sol’s Righteous Gaze; Conquest; Konstantin’s hooves.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Lord-Solar-Leontus|
000002606|Ursula Creed|AM|000000016|The Lord Castellan of Cadia is a forbidding and implacable strategist, and a symbol of the enduring indomitability of Cadia’s armies. Ursula Creed’s superior generalship, forged over long years, has seen her lead numerous Imperial armies to victory against the enemies that threaten the Imperium.|Characters|<b>This model is equipped with:</b> Duty and Vengeance; power weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Ursula-Creed|
000002607|Cadian Castellan|AM|000000016|Strategic senior officers often ranking as Captains or Colonels, Cadian Castellans are authoritative leaders of the fallen world’s forces. Bearing a panoply of armaments and insignia that mark their high office, they wield their weapons as skilfully as they command the soldiers beneath them.|Characters|<b>This model is equipped with:</b> laspistol; chainsword, close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Cadian-Castellan|
000002608|Platoon Command Squad|AM|000000016|Officers are known by many titles, but all are authoritative tacticians, trained to demolish the foe by wielding their troops as an extension of themselves. At many levels of hierarchy, the commanding officer is accompanied by a staff of veteran soldiers and specialists, supporting the commander’s strategies.|Characters|<b>The Platoon Commander is equipped with:</b> laspistol; close combat weapon. <br><br><b>Every Veteran Guardsman is equipped with:</b> lasgun; laspistol; close combat weapon. <br><br><b>The Veteran Heavy Weapons Team is equipped with:</b> heavy bolter; laspistol; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Platoon-Command-Squad|
000002609|Cadian Command Squad|AM|000000016|Cadia’s officers are exceptional leaders of Humanity. Trained to be the best, they expect no less from their troops. They are as inspiring as the standards carried in their wake, and as motivational as the orders issued by their vox operators.|Characters|<b>The Cadian Commander is equipped with:</b> laspistol; chainsword.<br><br><b>1 Cadian Veteran Guardsman is equipped with:</b> las pistol; chainsword.<br><br><b>1 other Cadian Veteran Guardsman is equipped with:</b> lasgun; master vox; close combat weapon.<br><br><b>1 other Cadian Veteran Guardsman is equipped with:</b> lasgun; medi-pack; close combat weapon.<br><br><b>1 other Cadian Veteran Guardsman is equipped with:</b> lasgun; regimental standard; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Cadian-Command-Squad|
000002610|Regimental Attachés|AM|000000016|Experienced officers know the value of drawing upon the advice of varied attachés. From void-hardened Officers of the Fleet to soot-stained Masters of Ordnance and psychic Astropaths, such specialists bring their expertise to bear in support of an officer’s grand strategies.|Other|<b>The Master of Ordnance and Officer of the Fleet are both equipped with:</b> laspistol; close combat weapon. <br><br><b>The Astropath is equipped with:</b> laspistol; Astropath’s stave.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Regimental-Attach-s|
000002612|Cadian Shock Troops|AM|000000016|Born soldiers, the Shock Troops of Cadia have trained their entire lives for military service with the Astra Militarum. Decades of rigorous firing drills have forged them into expert sharpshooters. Skilled in both dogged defence and storming assaults, Cadian Shock Troops are held by many as being the ideal soldiers.|Battleline|<b>Every Shock Trooper Sergeant is equipped with:</b> laspistol; chainsword. <br><br><b>Every Shock Trooper is equipped with:</b> lasgun; close combat weapon.<br><br><i>This unit can have up to two Leader units attached to it, provided no more than one of those units is a <span class="tooltip01025" data-tooltip-content="#tooltip_content01025" data-tooltip-anchor="#tooltip_content01025"><span class="kwb">COMMAND</span> <span class="kwb">SQUAD</span></span> unit. If it does, and this Bodyguard unit is destroyed,the Leader units attached to it become separate units, withtheir original Starting Strengths.</i>||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Cadian-Shock-Troops|
000002613|Death Korps Of Krieg|AM|000000016|The grim regiments of the Death Korps of Krieg excel in the most gruelling of conditions, their famous siege regiments resolutely holding key positions no matter the onslaught unleashed upon them. They are extollers of a pitiless cult of sacrifice, but with their legendary endurance, death often claims their foes first.|Battleline|<b>Every Death Korps Watchmaster is equipped with:</b> laspistol; chainsword. <br><br><b>Every Death Korps Trooper is equipped with: lasgun;</b> close combat weapon.<br><br><i>This unit can have up to two Leader units attached to it, provided no more than one of those units is a <span class="tooltip01025" data-tooltip-content="#tooltip_content01025" data-tooltip-anchor="#tooltip_content01025"><span class="kwb">COMMAND</span> <span class="kwb">SQUAD</span></span> unit. If it does, and this Bodyguard unit is destroyed, the Leader units attached to it become separate units, with their original Starting Strengths.</i>||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Death-Korps-Of-Krieg|
000002614|Catachan Jungle Fighters|AM|000000016|These heavily muscled soldiers are drawn from a warrior people that survive on the most infamous of death worlds. Skilled in deadly close combat with the fiercest of beasts amidst hazardous terrain, Jungle Fighters are also skilled infiltrators and trackers, adept at luring their prey into fiendish traps.|Battleline|<b>Every Jungle Fighter Sergeant is equipped with:</b> laspistol; close combat weapon. <br><br><b>Every Jungle Fighter is equipped with:</b> lasgun; close combat weapon.<br><br><i>This unit can have up to two Leader units attached to it, provided no more than one of those units is a <span class="tooltip01025" data-tooltip-content="#tooltip_content01025" data-tooltip-anchor="#tooltip_content01025"><span class="kwb">COMMAND</span> <span class="kwb">SQUAD</span></span> unit. If it does, and this Bodyguard unit is destroyed, the Leader units attached to it become separate units, with their original Starting Strengths.</i>||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Catachan-Jungle-Fighters|
000002615|Kasrkin|AM|000000016|Amongst the lauded regiments of Cadia, the Kasrkin are the elite of the elite. These special operatives bear high-powered hot-shot lasguns and wear thick carapace armour. Disciplined and professional, the Kasrkin are peerless shots, and the equals or superiors of any unaugmented Human warriors.|Other|<b>The Kasrkin Sergeant is equipped with:</b> hot-shot laspistol; chainsword. <br><br><b>Every Kasrkin Trooper is equipped with:</b> hot-shot lasgun; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Kasrkin|
