id|faction_id|name|cost|detachment|legend|description|
000009134003|AoI|Formidable Resolve|5|Ordo Malleus Daemon Hunters|Inquisitors of the Ordo Malleus are amongst the hardiest and most bombastic of their kind. They must be to survive their duties.|<span class="tooltip00305" data-tooltip-content="#tooltip_content00305" data-tooltip-anchor="#tooltip_content00305"><span class="kwb kwbu">INQUISITOR</span></span> model only. Improve the bearer’s <span class="tooltip01091" data-tooltip-content="#tooltip_content01091"><span class="tt kwbu">Leadership</span></span> and Wounds characteristics by 1. Once per battle, at the start of any phase, you can select one friendly <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shocked</span></span> unit within 12" of the bearer. That unit is no longer Battle-shocked.|
000009138003|AoI|Combat Landers|10|Imperialis Fleet|This commander has access to swift drop craft that can bear portions of their forces directly into the heart of the most ferocious battles.|<span class="tooltip00660" data-tooltip-content="#tooltip_content00660" data-tooltip-anchor="#tooltip_content00660"><span class="kwb kwbu">VOIDFARERS</span></span> model only. At the start of the <a href="/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations">Declare Battle Formations</a> step, you can select up to three <span class="kwb">VOIDFARERS</span> units from your army - those units gain the <span class="tooltip00048" data-tooltip-content="#tooltip_content00048"><span class="tt kwbu">Deep</span> <span class="tt kwbu">Strike</span></span> ability.|
000009126004|AoI|Blackweave Shroud|15|Ordo Xenos Alien Hunters|This hypermorphic bodyglove of uncertain origin is worn beneath a warrior’s armour. It forms a fibrous medium that shields the warrior’s most vital systems.|<span class="kwb">AGENTS</span> <span class="kwb2">OF</span> <span class="kwb2">THE</span> <span class="kwb">IMPERIUM</span> model only. The bearer has the <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability.|
000009138004|AoI|Digital Weapons|10|Imperialis Fleet|These potent, short-ranged energy weapons are concealed in precious items of jewellery, the better to lethally surprise the foe.|<span class="tooltip00659" data-tooltip-content="#tooltip_content00659" data-tooltip-anchor="#tooltip_content00659"><span class="kwb kwbu">AGENTS</span> <span class="kwb2 kwbu">OF</span> <span class="kwb2 kwbu">THE</span> <span class="kwb kwbu">IMPERIUM</span></span> model only. Each time the bearer is selected to fight, roll three D6: for each 4+, one enemy unit within <span class="tooltip00032" data-tooltip-content="#tooltip_content00032"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of the bearer suffers 1 <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wound</span></span>. Mortal wounds inflicted by this Enhancement are allocated as if they had the <span class="kwb2 bluefont"><span class="tooltip00055" data-tooltip-content="#tooltip_content00055"><span class="tt kwbu">[PRECISION]</span></span></span> ability.|
000009130004|AoI|No Escape (Aura)|25|Ordo Hereticus Purgation Force|None but the most diabolical or desperate stand any chance of slipping through this Inquisitor’s grasp.|<span class="tooltip00305" data-tooltip-content="#tooltip_content00305" data-tooltip-anchor="#tooltip_content00305"><span class="kwb kwbu">INQUISITOR</span></span> model only. While an enemy unit is within 6" of the bearer, each time it is selected to <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Fall</span> <span class="tt kwbu">Back</span></span> it must first take a <span class="tooltip01091" data-tooltip-content="#tooltip_content01091"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>. If that test is failed, that unit must <span class="tooltip01097" data-tooltip-content="#tooltip_content01097"><span class="tt kwbu">Remain</span> <span class="tt kwbu">Stationary</span></span> this phase instead.|
000009757004|AoI|Intraneural Biotech|+35|Veiled Blade Elimination Force|This Eversor agent’s neurons have been surgically spliced to enhance awareness and speed of thought.|<a class="kwbOne" href="/wh40k10ed/factions/imperial-agents/Eversor-Assassin"><span class="kwb kwbo">EVERSOR</span> <span class="kwb kwbo">ASSASSIN</span></a> models only. Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, you can target this model with the <span class="tooltip01101" data-tooltip-content="#tooltip_content01101"><span class="tt kwbu">Heroic</span> <span class="tt kwbu">Intervention</span></span> or <span class="tooltip00054" data-tooltip-content="#tooltip_content00054"><span class="tt kwbu">Counter-offensive</span></span> Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|
000009134004|AoI|Gift of the Prescient|20|Ordo Malleus Daemon Hunters|Guided by the scryings of their Prognosticars, the Grey Knights strike with deadly precision and timing.|<span class="tooltip00305" data-tooltip-content="#tooltip_content00305" data-tooltip-anchor="#tooltip_content00305"><span class="kwb kwbu">INQUISITOR</span></span> model only. Once per battle, if the bearer is on the battlefield, you can use the <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">Rapid</span> <span class="tt kwbu">Ingress</span></span> Stratagem for 0CP. When doing so, you must target a <a class="kwbOne" href="/wh40k10ed/factions/imperial-agents/Grey-Knights-Terminator-Squad"><span class="kwb kwbo">GREY</span> <span class="kwb kwbo">KNIGHTS</span> <span class="kwb kwbo">TERMINATOR</span> <span class="kwb kwbo">SQUAD</span></a> unit from your army, and when using that Stratagem, that unit can be set up anywhere on the battlefield that is more than 3" away from all enemy units.|
000009134005|AoI|Grimoire of True Names (Aura)|10|Ordo Malleus Daemon Hunters|To wield the true name of a daemon is to control its supernatural power, though whether in the name of banishment or to be unleashed as a weapon of terror falls to the discretion of the grimoire’s keeper.|<span class="tooltip00305" data-tooltip-content="#tooltip_content00305" data-tooltip-anchor="#tooltip_content00305"><span class="kwb kwbu">INQUISITOR</span></span> model only. While an enemy unit is within 9" of the bearer, worsen the Leadership characteristic of models in that unit by 1. In addition, while an enemy <span class="kwb">DAEMON</span> unit is within 9" of the bearer, each time a model in that <span class="kwb">DAEMON</span> unit makes an attack, subtract 1 from the <span class="tooltip00022" data-tooltip-content="#tooltip_content00022"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> and subtract 1 from the <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
000009130005|AoI|Witch Hunter|15|Ordo Hereticus Purgation Force|This merciless Imperial agent is monomaniacally focused upon hunting and slaying psykers.|<span class="tooltip00305" data-tooltip-content="#tooltip_content00305" data-tooltip-anchor="#tooltip_content00305"><span class="kwb kwbu">INQUISITOR</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/imperial-agents/Ministorum-Priest"><span class="kwb kwbo">MINISTORUM</span> <span class="kwb kwbo">PRIEST</span></a> model only. While the bearer is leading a unit, each time a model in that unit makes an attack that targets a <span class="tooltip00663" data-tooltip-content="#tooltip_content00663" data-tooltip-anchor="#tooltip_content00663"><span class="kwb kwbu">PSYKER</span></span> unit, you can re-roll the <span class="tooltip00022" data-tooltip-content="#tooltip_content00022"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
000009126005|AoI|Universal Anathema|10|Ordo Xenos Alien Hunters|A fragment of STC technology, this device tastes the spoor of its owner’s foes, then fashions tailored toxins not even the most resilient victim can long endure.|<span class="tooltip01021" data-tooltip-content="#tooltip_content01021" data-tooltip-anchor="#tooltip_content01021"><span class="kwb kwbu">AGENTS</span> <span class="kwb2 kwbu">OF</span> <span class="kwb2 kwbu">THE</span> <span class="kwb kwbu">IMPERIUM</span></span> model only. Melee weapons equipped by the bearer have the <span class="kwb2 bluefont"><span class="tooltip00123" data-tooltip-content="#tooltip_content00123"><span class="tt kwbu">[ANTI-INFANTRy</span> <span class="tt kwbu">2+]</span></span></span> and <span class="kwb2 bluefont"><span class="tooltip00123" data-tooltip-content="#tooltip_content00123"><span class="tt kwbu">[ANTI-MONSTER</span> <span class="tt kwbu">4+]</span></span></span> abilities.|
000009138005|AoI|Fleetmaster|20|Imperialis Fleet|Be they a Rogue Trader or some agent of the Imperial Navy, this warrior draws upon a wealth of shrewd voidfarer strategies to aid them in battle.|<span class="tooltip01070" data-tooltip-content="#tooltip_content01070" data-tooltip-anchor="#tooltip_content01070"><span class="kwb kwbu">VOIDFARERS</span></span> model only. Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, you can target the bearer’s unit with the <span class="tooltip01103" data-tooltip-content="#tooltip_content01103"><span class="tt kwbu">Violent</span> <span class="tt kwbu">Acquisition</span></span>, <span class="tooltip01104" data-tooltip-content="#tooltip_content01104"><span class="tt kwbu">Masters</span> <span class="tt kwbu">of</span> <span class="tt kwbu">the</span> <span class="tt kwbu">Void</span></span> or <span class="tooltip00667" data-tooltip-content="#tooltip_content00667"><span class="tt kwbu">Close-quarters</span> <span class="tt kwbu">Barrage</span></span> Stratagems for 0CP.|
000009757005|AoI|Micromelta Rounds|+45|Veiled Blade Elimination Force|These projectiles are tipped with miniaturised melta charges that detonate on impact.|<a class="kwbOne" href="/wh40k10ed/factions/imperial-agents/Vindicare-Assassin"><span class="kwb kwbo">VINDICARE</span> <span class="kwb kwbo">ASSASSIN</span></a> models only. This model’s exitus rifle has the <span class="kwb2 bluefont"><span class="tooltip00123" data-tooltip-content="#tooltip_content00123"><span class="tt kwbu">[ANTI-MONSTER</span> <span class="tt kwbu">4+]</span></span></span> and <span class="kwb2 bluefont"><span class="tooltip00123" data-tooltip-content="#tooltip_content00123"><span class="tt kwbu">[ANTI-VEHICLE</span> <span class="tt kwbu">4+]</span></span></span> abilities.|
000009037002|AS|Litanies of Faith|10|Army of Faith|This unassuming parchment is one of the holiest relics in the Ministorum's charge, its mere presence enough to fill the hearts of the faithful with righteous fervour.|<span class="tooltip01030" data-tooltip-content="#tooltip_content01030" data-tooltip-anchor="#tooltip_content01030"><span class="kwb kwbu">CANONESS</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Palatine"><span class="kwb kwbo">PALATINE</span></a> model only. At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if the bearer is on the battlefield, take a <span class="tooltip01091" data-tooltip-content="#tooltip_content01091"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span> for the bearer. If that test is passed, you gain 1 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span>.|
000009033002|AS|Righteous Rage|15|Bringers of Flame|This servant of the divine draws deeply from their faith, enhancing their physical might.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Each time the bearer is selected to fight, you can first discard up to 3 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span>. For each Miracle dice just discarded, until the end of the phase, add 1 to the Attacks and Strength characteristics of the bearer’s melee weapons.|
000009831002|AS|Triptych of Judgement|15|Champions of Faith|The three windows of this sacred artefact display three aspects of the God-Emperor in judgement over mortal souls. No warrior of faith will countenance failure beneath its threefold gaze.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Each time a model in the bearer’s unit makes an attack, you can ignore any or all modifiers to that attack’s Ballistic Skill or Weapon Skill characteristics and/or any or all modifiers to the <span class="tooltip00022" data-tooltip-content="#tooltip_content00022"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
000009316002|AS|Fervent Ferocity|0|Penitents and Pilgrims|So inflamed by their own fiery rhetoric is this priest, that terrible wounds go unnoticed as they hurl themselves towards the foe.|The bearer has the <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability.|
000008470002|AS|Saintly Example|10|Hallowed Martyrs|With her final breath is another heroine elevated to the ranks of sainthood, her death stirring her greatest companions to finish what she started.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. When the bearer is <span class="tooltip01010" data-tooltip-content="#tooltip_content01010"><span class="tt kwbu">destroyed</span></span>, you gain an additional D3 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span>.|
000009029002|AS|Psalm of Righteous Judgement|30|Penitent Host|Invoking the strength of the God-Emperor, this warrior bellows psalms, which roar above the din of battle. Incited by these fire and brimstone recitations, the penitent warriors carve apart their enemies, every kill bringing them closer to redemption.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. While the bearer is on the battlefield, each time an enemy unit is <span class="tooltip01010" data-tooltip-content="#tooltip_content01010"><span class="tt kwbu">destroyed</span></span> by a <span class="tooltip00668" data-tooltip-content="#tooltip_content00668" data-tooltip-anchor="#tooltip_content00668"><span class="kwb kwbu">PENITENT</span></span> unit from you army, you can discard 1 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span> then gain 1 Miracle dice showing a value of 6.|
000009308002|AS|Martial Discipline|0|Pious Protectors|Allied to their faith, the Adepta Sororitas possess discipline and training beyond that of most warriors. This leader is an expert in close-range combat and boarding actions, ordering their troops to lure the enemy into punishing fusillades and gun down fleeing foes with ruthless efficiency.|At the start of your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>, you can select one friendly <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> unit within 6" of the bearer. Until the end of the phase, that unit is eligible to shoot in a turn in which it <span class="tooltip01018" data-tooltip-content="#tooltip_content01018"><span class="tt kwbu">Advanced</span></span> or <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.|
000009037003|AS|Blade of Saint Ellynor|15|Army of Faith|Forged from thrice-blessed silver, this blade has the names and deeds of a thousand saints inscribed on one side on the molecular level, while the other has the entire Fede lmperialis etched into its form. The blade glows with righteous power and has slain heretics, mutants and xenos beyond counting.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Improve the Strength and Armour Penetration characteristics of the bearer’s melee weapons by 1, and those weapons have the <span class="kwb2 bluefont"><span class="tooltip00055" data-tooltip-content="#tooltip_content00055"><span class="tt kwbu">[PRECISION]</span></span></span> ability. In addition, each time the bearer fights, if one or more enemy models are <span class="tooltip01010" data-tooltip-content="#tooltip_content01010"><span class="tt kwbu">destroyed</span></span> by those attacks, you gain 1 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span>.|
000009033003|AS|Manual of Saint Griselda|20|Bringers of Flame|Within this tome are the collected writings of Saint Griselda the Pious. The lessons inscribed on its vellum pages teach focus and decisiveness during times of war.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can discard up to 2 Miracle dice. Then, add 1 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span> to your Miracle Dice pool showing a value equal to the sum of the two Miracle dice you just discarded (to a maximum of 6).|
000009316003|AS|Sanctification Rituals|0|Penitents and Pilgrims|As their forces seize territory, this pious leader leads holy rituals intended to purify and ward captured ground against the blasphemer.|The bearer can perform the <a href="/wh40k10ed/the-rules/boarding-action-rules/#Secure-Site">Secure Site</a> Tactical Manoeuvre as if it had the <span class="kwb">BATTLELINE</span> keyword.|
000008470003|AS|Through Suffering, Strength|25|Hallowed Martyrs|With every wound inflicted on their mortal form does this holy warrior’s strength grow, their suffering a prayer to the God-Emperor.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Add 1 to the Attacks, Strength and Damage characteristics of the bearer’s  melee weapons. If the bearer has lost one or more wounds, add 2 to the Attacks, Strength and Damage characteristics of the bearer’s melee weapons instead.|
000009029003|AS|Verse of Holy Piety|15|Penitent Host|As the sanctified verses of the Ecclesiarchy’s holy psalms roar across the battlefield, divine might infuses the devout.|<span class="tooltip00668" data-tooltip-content="#tooltip_content00668" data-tooltip-anchor="#tooltip_content00668"><span class="kwb kwbu">PENITENT</span></span> model only. Once per battle, at the start of the <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one <span class="tooltip01105" data-tooltip-content="#tooltip_content01105"><span class="tt kwbu">Vow</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Atonement</span></span>. Until the start of the next battle round, that Vow of Atonement is active for the bearer’s unit in addition to any that is active for your army, even if you have already selected that Vow of Atonement this battle.|
000009831003|AS|Mark of Devotion|30|Champions of Faith|A fresh oath brand burns in this champion’s flesh, its heat remaining miraculously undimmed and its searing pain focusing their devout wrath.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Add 1 to the Attacks characteristic of the bearer’s melee weapons. While the bearer’s unit is <span class="tooltip00671" data-tooltip-content="#tooltip_content00671"><span class="tt kwbu">Righteous</span></span>, add 2 to the Attacks characteristic and add 1 to the Damage characteristic of the bearer’s melee weapons instead.|
000009308003|AS|Limitless Resolve|0|Pious Protectors|This leader is a bombastic commander whose faith is matched by their boundless charisma. With the intonation of a single battle-psalm they may restore order and morale to a shattered formation.|While the bearer is on the battlefield, friendly <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shocked</span></span> <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> models (excluding <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Arco-flagellants"><span class="kwb kwbo">ARCO-FLAGELLANTS</span></a> and <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Repentia-Squad"><span class="kwb kwbo">REPENTIA</span> <span class="kwb kwbo">SQUAD</span></a> models) have an Objective Control characteristic of 1.|
000009037004|AS|Divine Aspect|5|Army of Faith|Enemy warriors tremble before the radiant majesty of one blessed by the Emperor.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement</a> phase, you can select one enemy unit within 12" of the bearer; that unit must take a <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>. If that test is failed, you gain 1 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span>.|
000008470004|AS|Chaplet of Sacrifice|25|Hallowed Martyrs|The most hallowed martyrs of the Sisterhood have added beads to this chaplet. Such a relic can be a burden, for it carries the righteousness of those who uphold everything the Sisterhood stands for.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. At the end of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if the bearer is on the battlefield, you can re-roll 1 <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span> from your Miracle dice pool and return it to your Miracle dice pool showing the new result you rolled. When doing so, if the bearer's unit is below its <span class="tooltip01089" data-tooltip-content="#tooltip_content01089"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span>, you can re-roll up to 3 Miracle dice in this way instead.|
000009033004|AS|Fire and Fury|30|Bringers of Flame|This warrior is a firebrand zealot without comparison. At their command, the faithful unleash relentless fire upon their chosen foe.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. While the bearer is leading a unit, add 1 to the Attacks characteristic of <span class="tooltip01106" data-tooltip-content="#tooltip_content01106"><span class="tt kwbu">Torrent</span></span> weapons equipped by models in that unit, and all other ranged weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip00138" data-tooltip-content="#tooltip_content00138"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.|
000009029004|AS|Refrain of Enduring Faith|25|Penitent Host|Faith is the shield of the righteous. The passionate benedictions of the pious may bestow the blessings of the God-Emperor.|<span class="tooltip00668" data-tooltip-content="#tooltip_content00668" data-tooltip-anchor="#tooltip_content00668"><span class="kwb kwbu">PENITENT</span></span> model only. While the bearer is leading a unit, models in that unit have a 5+ <span class="tooltip00009" data-tooltip-content="#tooltip_content00009"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span>.|
000009831004|AS|Eyes of the Oracle|10|Champions of Faith|Having torn them from the sockets of a heretical witch, this warrior of faith keeps these shrivelled orbs sealed in a miniature reliquary about their neck. They believe that – tormented by holy imprisonment – the traitorous eyes guide their aim towards other infernal champions.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. The bearer’s weapons have the <span class="kwb2 bluefont"><span class="tooltip00055" data-tooltip-content="#tooltip_content00055"><span class="tt kwbu">[PRECISION]</span></span></span> ability. Each time the bearer’s unit destroys an enemy <span class="kwb">CHARACTER</span> model, you gain 1CP.|
000009033005|AS|Iron Surplice of Saint Istalela|10|Bringers of Flame|Worked upon by generations of artificers, consecrated with holy oils and steeped in the smoke of sacred incense, this suit of power armour is amongst the most battle-proven relics held by the Orders Militant.|<span class="tooltip01030" data-tooltip-content="#tooltip_content01030" data-tooltip-anchor="#tooltip_content01030"><span class="kwb kwbu">CANONESS</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Palatine"><span class="kwb kwbo">PALATINE</span></a> model only. The bearer has a Save characteristic of 2+ and the <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">5+</span></span> ability.|
000009037005|AS|Triptych of the Macharian Crusade|20|Army of Faith|Carried onto the most fire-swept of battlefields, the images of the Macharian Trinity glorifies three missionaries who saved thousands of lives. This adamantine-sheathed relic reminds the bearer that faith alone can weather the most grievous adversities.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Each time the bearer uses an <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Act</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Faith</span></span> to substitute a <span class="tooltip00024" data-tooltip-content="#tooltip_content00024"><span class="tt kwbu">saving</span> <span class="tt kwbu">throw</span></span>, that saving throw is successful, irrespective of the value of the <span class="tooltip00427" data-tooltip-content="#tooltip_content00427"><span class="tt kwbu">Miracle</span> <span class="tt kwbu">dice</span></span> used.|
000008470005|AS|Mantle of Ophelia|20|Hallowed Martyrs|The Mantle of Ophelia was once the badge of office for the Prioress of the Convent Sanctorum, and was worn by Helena the Virtuous, a Living Saint and one of the most revered leaders in the history of the Adepta Sororitas. The mantle is thought to have sacred powers of protection, for Helena was said to have anointed it with the Tears of the Emperor, a phial of blood-like liquid meticulously collected over a century from weeping statues of the Emperor found across the cardinal worlds of the Imperium.|<span class="tooltip01030" data-tooltip-content="#tooltip_content01030" data-tooltip-anchor="#tooltip_content01030"><span class="kwb kwbu">CANONESS</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Palatine"><span class="kwb kwbo">PALATINE</span></a> model only. Each time an attack is allocated to the bearer, change the Damage characteristic of that attack to 1.|
000009029005|AS|Catechism of Divine Penitence|20|Penitent Host|To share in the agonies of the penitent and guide them to redemption is a most holy undertaking. Thus do many of the Adepta Sororitas’ commanders willingly fight by the side of those cast out by the Sisterhood.|<span class="tooltip01030" data-tooltip-content="#tooltip_content01030" data-tooltip-anchor="#tooltip_content01030"><span class="kwb kwbu">CANONESS</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Palatine"><span class="kwb kwbo">PALATINE</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Ministorum-Priest"><span class="kwb kwbo">MINISTORUM</span> <span class="kwb kwbo">PRIEST</span></a> model only. The bearer gains the <span class="tooltip00668" data-tooltip-content="#tooltip_content00668" data-tooltip-anchor="#tooltip_content00668"><span class="kwb kwbu">PENITENT</span></span> keyword and, during the <a href="/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations">Declare Battle Formations</a> step, can be <span class="tooltip00020" data-tooltip-content="#tooltip_content00020"><span class="tt kwbu">attached</span></span> to a <a class="kwbOne" href="/wh40k10ed/factions/adepta-sororitas/Repentia-Squad"><span class="kwb kwbo">REPENTIA</span> <span class="kwb kwbo">SOUAD</span></a> unit.|
000009831005|AS|Sanctified Amulet|25|Champions of Faith|Belief radiates out from this blessed icon, forming a holy circle of abjuration that holds at bay the unclean and leaves this champion free to do their duty to the God-Emperor.|<span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model only. Enemy units that are set up on the battlefield from <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a> cannot be set up within 12" of the bearer.|
000009547002|CD|Spite Made Manifest|0|Daemonic Incursion|Simply striking back at the invading daemons under such conditions is an invitation for their spite and hate to manifest in vicious arcs of lethal retributive power.|Each time an enemy unit is selected to fight, melee weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip00004" data-tooltip-content="#tooltip_content00004"><span class="tt kwbu">[HAZARDOUS]</span></span></span> ability while targeting the bearer’s unit.|
000009815002|CD|Slaughterthirst (Aura)|35|Blood Legion|This servant of Khorne is a walking nexus of bloodthirst, its mere presence whetting the keen edges of daemonic blades and appetites alike for slaughter.|<span class="tooltip00673" data-tooltip-content="#tooltip_content00673" data-tooltip-anchor="#tooltip_content00673"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">KHORNE</span></span> model only. While a friendly <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> <span class="kwb">KHORNE</span> unit (excluding <span class="tooltip00440" data-tooltip-content="#tooltip_content00440" data-tooltip-anchor="#tooltip_content00440"><span class="kwb kwbu">MONSTERS</span></span>) is within 6" of the bearer, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip01102" data-tooltip-content="#tooltip_content01102"><span class="tt kwbu">[LANCE]</span></span></span> ability.|
000009819002|CD|Cankerblight|15|Plague Legion|The mere presence of this corrosive monstrosity is enough to rot the very stuff of reality and all who inhabit it.|<span class="tooltip00674" data-tooltip-content="#tooltip_content00674" data-tooltip-anchor="#tooltip_content00674"><span class="kwb kwbu">LEGIONES</span> <span class="kwb kwbu">DAEMONICA</span> <span class="kwb kwbu">NURGLE</span></span> model only. Each time an enemy unit (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) that is within 6" of the bearer fails a <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>, the bearer can use this Enhancement. If it does, one model in that unit is destroyed (chosen by its controlling player). Each time the bearer uses this Enhancement, no <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span> are inflicted by your army’s <span class="tooltip00675" data-tooltip-content="#tooltip_content00675"><span class="tt kwbu">Daemonic</span> <span class="tt kwbu">Terror</span></span> rule.|
000009555002|CD|Worthier Skulls|0|Infernal Onslaught|The skulls of cowards who flee from battle have only so much value, and this entity will let them run in favour of hunting for more courageous prey.|Each time an enemy unit within <a href="/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range">Engagement Range</a> of the bearer <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Falls</span> <span class="tt kwbu">Back</span></span>, after that unit has moved, if the bearer is not within Engagement Range of one or more enemy units, it can make a <span class="tooltip01016" data-tooltip-content="#tooltip_content01016"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span> of up to 6".|
