datasheet_id|line|ability_id|model|name|description|type|parameter|
000000622|2|000008445||||Faction||
000000622|3|||D-rift|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after selecting a target for this model’s D-impaler, roll one D6 for the target unit and every other unit within 3" of that unit: on a 5+, the unit being rolled for is struck by a D-rift. After this model has finished making its attacks against that target unit this phase, each unit struck by a D-rift this phase suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000000623|1|000008342||||Core||
000000623|2|000008445||||Faction||
000000623|3|||Interceptor|Each time this model makes a ranged attack that targets a unit that can <span class="kwb">FLY</span>, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000624|1|000008339||||Core|D6|
000000624|2|000008445||||Faction||
000000624|3|||Strafing Run|Each time this model makes a ranged attack that targets a unit that cannot <span class="kwb">FLY</span>, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000625|1|000008339||||Core|D6+2|
000000625|2|000008342||||Core||
000000625|3|000008445||||Faction||
000000625|4|||Into the Foe|If a unit <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembarks</a> from this <span class="kwb">TRANSPORT</span> before it moves, until the end of the turn, that unit is <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">eligible to charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>.|Datasheet||
000000626|1|000008339||||Core|D6+2|
000000626|2|000008342||||Core||
000000626|3|000008445||||Faction||
000000626|4|||Titan Hunter|Each time a ranged attack made by this model is allocated to a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> model, re-roll a Damage roll of 1.|Datasheet||
000000627|1|000008339||||Core|D6|
000000627|2|000008343||||Core||
000000627|3|000008445||||Faction||
000000627|4|||Agile|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over other models (excluding <span class="tooltip00410" data-tooltip-content="#tooltip_content00410" data-tooltip-anchor="#tooltip_content00410"><span class="kwb">TITANIC</span></span> models) and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000000627|5|||Webway Shunt Generator|Once per battle, at the end of your opponent’s turn, if this model is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, you can remove this model from the battlefield and place it into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|Datasheet||
000000627|6|||Scattershield|The bearer has a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|Wargear||
000000628|1|||||Core||
000000628|2|000008445||||Faction||
000000628|3|||Titanic Advance|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over models (excluding <span class="tooltip00410" data-tooltip-content="#tooltip_content00410" data-tooltip-anchor="#tooltip_content00410"><span class="kwb">TITANIC</span></span> models) and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000000628|4|||Towering Wraith Construct|Each time you target this model with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>, you must spend twice that Stratagem’s stated CP cost to do so.|Datasheet||
000000628|5|||Revenant Jet Pack|Each time this model <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advances</a>, do not make an Advance roll for it. Instead, until the end of the phase, add 8" to the Move characteristic of this model.|Datasheet||
000000629|1|000008344||||Core|7"|
000000629|2|||Reckless Abandon|You can target this unit with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Heroic Intervention</a> Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000000630|1|000008343||||Core||
000000630|2|000008346||||Core||
000000630|3|000008337||||Core||
000000630|4|000008445||||Faction||
000000630|5|||Reaper of Souls|While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000630|6|||Shadow of Death (Aura)|While an enemy unit is within 6" of this model, each time that unit takes a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock</a> or <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a>, subtract 1 from that test.|Datasheet||
000000631|1|000008339||||Core|D6+6|
000000631|2|000008445||||Faction||
000000631|3|||Titanic Advance|Each time this model makes a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move, it can move over models (excluding <span class="tooltip00410" data-tooltip-content="#tooltip_content00410" data-tooltip-anchor="#tooltip_content00410"><span class="kwb">TITANIC</span></span> models) and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain features</a> that are 4" or less in height as if they were not there.|Datasheet||
000000631|4|||Towering Wraith Construct|Each time you target this model with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>, you must spend three times that Stratagem’s stated CP cost to do so.|Datasheet||
000000631|5|||Flawless Poise|This model is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a>.|Datasheet||
000000632|1|||Reaver Band|Once per turn, when an enemy unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a> move within 9" of this unit, if this unit is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, it can make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a> of up to D6".|Datasheet||
000000632|2|||CORSAIRS|If a model from your army with the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Leader</a> ability can be <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">attached</a> to a <a class="kwbOne" href="/wh40k10ed/factions/aeldari/Corsair-Voidreavers"><span class="kwb kwbo">CORSAIR</span> <span class="kwb kwbo">VOIDREAVERS</span></a> unit, it can be attached to this unit instead.|Special (правая колонка)||
000000633|1|000008343||||Core||
000000633|2|||Skyleap|At the end of your opponent’s turn, if this unit is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, you can remove this unit from the battlefield and place it into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|Datasheet||
000000634|1|000008346||||Core||
000000634|2|000008507||||Faction||
000000634|3|||Overlord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> of 1. While that unit is Empowered, each time a model in that unit makes an attack, you can re-roll the Wound roll instead.|Datasheet||
000000634|4|||Devious Mastermind (Aura)|If this model is your <span class="kwb">WARLORD</span>, each time your opponent targets a unit from their army with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>, if that unit is within 12" of this model, increase the cost of that use of that Stratagem by 1CP.<br><br><b>Designer’s Note:</b> <i>This ability takes precedence over the Lord of Deceit ability presented in the<br>Balance Dataslate June 2024.</i>|Datasheet||
000000639|1|000008346||||Core||
000000639|2|000008507||||Faction||
000000639|3|||Storm of Blades|While this model is leading a unit, melee weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability.|Datasheet||
000000639|4|||Combat Drugs|If this model is Empowered in the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, then until the end of the phase, models in this model’s unit, have the <a href="/wh40k10ed/the-rules/core-rules/#_col2-6">Fights First</a> ability.|Datasheet||
000000640|1|000008340||||Core||
000000640|2|000008346||||Core||
000000640|3|000008507||||Faction||
000000640|4|||Thrilling Spectacle|Once per battle, at the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, this model can use this ability. When it does, until the end of the phase, the Attacks characteristic of Lelith’s blades is increased to 12 and this model’s <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> is increased to 3+.|Datasheet||
000000640|5|||Brides of Death|While this model is leading a unit, models in that unit have the <a href="/wh40k10ed/the-rules/core-rules/#_col2-6">Fights First</a> ability, and each time a model in that unit makes a melee attack, add 1 to the Strength characteristic of that attack and improve the Armour Penetration characteristic of that attack by 1.|Datasheet||
000000641|1|000008338||||Core|5+|
000000641|2|000008346||||Core||
000000641|3|000008507||||Faction||
000000641|4|||Master of Pain|While this model is leading a unit, models in that unit have the <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability.|Datasheet||
000000641|5|||Fear Incarnate (Aura)|While an enemy unit is within 6" of this model, each time a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock</a> or <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a> is taken for that enemy unit, subtract 1 from that test.|Datasheet||
000000642|1|000008338||||Core|4+|
000000642|2|000008346||||Core||
000000642|3|000008507||||Faction||
000000642|4|||Fleshcraft|At the end of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, this model can heal one friendly <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Cronos"><span class="kwb kwbo">CRONOS</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Talos"><span class="kwb kwbo">TALOS</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Grotesques"><span class="kwb kwbo">GROTESQUES</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Wracks"><span class="kwb kwbo">WRACKS</span></a> unit within 6". If it does, one model in that unit regains up to 3 lost wounds (if you selected a <span class="kwb">WRACKS</span> unit, up to 3 <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> models are returned to that unit instead).|Datasheet||
000000642|5|||Horrific Regeneration|The first time this model is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>, roll one D6 at the end of the phase. On a 2+, set this model back up on the battlefield, as close as possible to where it was destroyed and not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, with its full wounds remaining.|Datasheet||
000000642|6|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000643|1|000008346||||Core||
000000643|2|000008507||||Faction||
000000643|3|||Master of Blades|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000000643|4|||Vicious Execution|Once per battle, when this model’s unit is selected to fight, it can use this ability. If it does, until the end of the phase, melee weapons equipped by this model have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Precision">[PRECISION]</a></span> ability, and each time an enemy <span class="kwb">CHARACTER</span> model is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> by this model, you gain D3 <span class="tooltip00411" data-tooltip-content="#tooltip_content00411"><span class="tt kwbu">Pain</span> <span class="tt kwbu">token</span></span>s. If that destroyed <span class="kwb">CHARACTER</span> model was the enemy <a href="/wh40k10ed/the-rules/core-rules/#6.-Select-Warlord">Warlord</a>, you gain 3 Pain tokens instead.|Datasheet||
000000644|1|000008507||||Faction||
000000644|2|||Phantasm Grenade Launcher|The bearer’s unit has the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Grenades</a> keyword.|Wargear||
000000644|3|||Sadistic Raiders|If you control an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> at the end of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, and this unit (or any <span class="tooltip00330" data-tooltip-content="#tooltip_content00330" data-tooltip-anchor="#tooltip_content00330"><span class="kwb">TRANSPORT</span></span> it is <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within) is within range of that objective marker, that objective marker remains under you control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|Datasheet||
000000646|1|000008507||||Faction||
000000646|2|||No Escape|Each time an enemy unit (excluding Monsters and Vehicles) within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more units from your army with this ability is selected to <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back</a>, models in that enemy unit must take <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Desperate Escape tests</a> as if their unit was <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a>. When doing so, if that enemy unit is also Battle-shocked by other means, subtract 1 from each of those Desperate Escape tests.|Datasheet||
000000646|3|||Phantasm Grenade Launcher|The bearer’s unit has the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Grenades</a> keyword.|Wargear||
000000648|1|000008507||||Faction||
000000648|2|||Tormentors|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, each enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more units with this ability must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000000649|1|000008345||||Core||
000000649|2|000008337||||Core||
000000649|3|000008507||||Faction||
000000649|4|||Fade Away|At the end of your opponent’s turn, if this unit is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, you can remove this unit from the battlefield. In the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, set it up anywhere on the battlefield that is more than 9" horizontally away from all enemy models. If the battle ends and this unit is not on the battlefield, it is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>.|Datasheet||
000000650|1|000008338||||Core|5+|
000000650|2|000008507||||Faction||
000000650|3|||The Torturer’s Craft|Each time this unit destroys an enemy unit, you gain 1 <span class="tooltip00411" data-tooltip-content="#tooltip_content00411"><span class="tt kwbu">Pain</span> <span class="tt kwbu">token</span></span>. When this unit is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>, you gain 1 Pain token.|Datasheet||
000000651|1|000008338||||Core|5+|
000000651|2|000008507||||Faction||
000000651|3|||Mindless Killing Machines|Each time a model in this unit is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> by a melee attack, if that model has not fought this phase, roll one D6. On a 4+, do not remove it from play; that destroyed model can fight after the attacking model’s unit has finished making its attacks, and it is then removed from play.|Datasheet||
000000652|1|000008344||||Core|9"|
000000652|2|000008507||||Faction||
000000652|3|||Beastmaster|While this unit contains a Beastmaster model, you can re-roll <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge rolls</a> made for this unit, and each time a <span class="kwb">BEAST</span> model in this unit makes an attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1.|Datasheet||
000000656|1|000008339||||Core|D3|
000000656|2|000008343||||Core||
000000656|3|000008334||||Core|11|
000000656|4|000008507||||Faction||
000000656|5|||Aethersails|Each time this model <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advances</a>, do not make an Advance roll for it. Instead, until the end of the phase, add 6" to the Move characteristic of this model.|Datasheet||
000000657|1|000008339||||Core|1|
000000657|2|000008343||||Core||
000000657|3|000008334||||Core|6|
000000657|4|000008337||||Core||
000000657|5|000008507||||Faction||
000000657|6|||Athletic Aerialists|At the end of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if there are no models currently <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within this <a href="/wh40k10ed/the-rules/core-rules/#Transports">Transport</a>, you can select one friendly <span class="tooltip00329" data-tooltip-content="#tooltip_content00329" data-tooltip-anchor="#tooltip_content00329"><span class="kwb">DRUKHARI</span> <span class="kwb">INFANTRY</span></span> unit that has 6 or fewer models that is wholly within 6" of this <span class="kwb">TRANSPORT</span> (you cannot select a <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Grotesques"><span class="kwb kwbo">GROTESQUES</span></a> unit or a unit that can <a class="kwbOne" href="/wh40k10ed/factions/drukhari/Scourges"><span class="kwb kwbo">FLY</span></a>). Unless that unit is within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, it can embark within this Transport.|Datasheet||
000000658|1|000008507||||Faction||
000000658|2|||Eviscerating Fly-by|Each time this unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, you can select one enemy unit (excluding <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> units) that it moved over during that move. If you do, roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|Datasheet||
000000658|3|||Cluster Caltrops|Each time you roll to inflict wounds using this unit’s Eviscerating Fly-by ability, you can re-roll one D6 for each model in this unit equipped with cluster caltrops.|Wargear||
000000658|4|||Grav-talon|The bearer’s melee weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lance">[LANCE]</a></span> ability.|Wargear||
000000659|1|000008507||||Faction||
000000659|2|||Hit and Run|This unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a>.|Datasheet||
000000659|3|||Phantasm Grenade Launcher|The bearer’s unit has the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Grenades</a> keyword.|Wargear||
000000660|1|000008339||||Core|D3|
000000660|2|000008337||||Core||
000000660|3|000008507||||Faction||
000000660|4|||Ground Attack Craft|Each time this model makes a ranged attack that targets an enemy unit (excluding units that can <a href="/wh40k10ed/the-rules/core-rules/#Flying">Fly</a>), add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000661|1|000008339||||Core|D3|
000000661|2|000008337||||Core||
000000661|3|000008507||||Faction||
000000661|4|||Void Mine|Once per battle, after this unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, you can select one enemy model it moved over during that move and roll one D6 for each enemy unit within D6" of that enemy model: on a 4+, that enemy unit suffers D6 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000000662|1|000008343||||Core||
000000662|2|000008507||||Faction||
000000662|3|||Winged Strike|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this unit has shot, if it is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, it can make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a> of up to 6". If it does, until the end of the turn, this unit is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>.|Datasheet||
000000663|1|000008339||||Core|1|
000000663|2|000008338||||Core|5+|
000000663|3|000008507||||Faction||
000000663|4|||Pain Engine|If this unit destroys an enemy unit, until the end of the battle, it is <span class="tooltip00411" data-tooltip-content="#tooltip_content00411"><span class="tt kwbu">Empowered</span></span>.|Datasheet||
000000664|1|000008339||||Core|1|
000000664|2|000008338||||Core|5+|
000000664|3|000008507||||Faction||
000000664|4|||Pain Parasite (Aura)|Each time one <span class="tooltip00411" data-tooltip-content="#tooltip_content00411"><span class="tt kwbu">Pain</span> <span class="tt kwbu">token</span></span> is removed from your Pain token pool to Empower one or more units, if one or more of those Empowered units are within 9" of this unit, roll one D6: on a 4+, you gain 1 Pain token.|Datasheet||
000000665|1|000008339||||Core|D3|
000000665|2|000008343||||Core||
000000665|3|000008507||||Faction||
000000665|4|||Eradicate the Foe|Each time this model makes an attack that targets an enemy unit that is at its <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strength</a>, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1. If a unit has a Starting Strength of 1, this ability only applies if the target has its starting number of wounds.|Datasheet||
000000666|1|000008339||||Core|D3|
000000666|2|000008343||||Core||
000000666|3|000008507||||Faction||
000000666|4|||Eradicate the Foe|Each time this model makes an attack that targets an enemy unit that is at its <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strength</a>, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1. If the target unit has a Starting Strength of 1, this ability only applies if that unit has its starting number of wounds.|Datasheet||
000000667|1|000008339||||Core|D6|
000000667|2|000008343||||Core||
000000667|3|000008334||||Core|16|
000000667|4|000008507||||Faction||
000000667|5|||Scything Charge|Each time this model ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, select one enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6: on a 2-3, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 4-5, that enemy unit suffers 3 mortal wounds; on a 6, that enemy unit suffers D3+3 mortal wounds.|Datasheet||
000000680|1|000008339||||Core|D3|
000000680|2|000008377||||Faction||
000000680|3|||Vox-net|Each time this model <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">issues</span> <span class="tt kwbu">an</span> <span class="tt kwbu">Order</span></span>, it can issue it to an eligible unit up to 12" away.|Datasheet||
000000680|4|||Death Befitting An Officer|When this model is destroyed , roll one D6: on a 2+, do not remove it from play – it can, after the attacking model’s unit has finished making its attacks, shoot as if it were your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> and as if it had its full wounds remaining. This model is then removed from play.|Datasheet||
000000680|5|||ORDERS|This Officer can issue 1 <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Order</span></span> to <span class="tooltip00413" data-tooltip-content="#tooltip_content00413" data-tooltip-anchor="#tooltip_content00413"><span class="kwb">SQUADRON</span></span> units.|Special (правая колонка)||
000000680|6|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000684|1|||Vox-caster|Each time you target the bearer’s unit with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>, roll one D6, adding 1 to the result if there are one or more friendly <span class="tooltip00267" data-tooltip-content="#tooltip_content00267" data-tooltip-anchor="#tooltip_content00267"><span class="kwb">OFFICER</span></span> models within 6": on a 5+, you gain 1CP.|Wargear||
000000684|2|||Defenders of Humanity|Each time a ranged attack targets this unit, if this unit is within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you control, models in this unit have the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a> against that attack.|Datasheet||
000000686|1|||Covering Fire|Each time you target this unit with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Fire Overwatch</a> Stratagem, while resolving that Stratagem, hits are scored on unmodified <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> of 5+, or on unmodified Hit rolls of 4+ instead if this unit is within 6" of one or more friendly <span class="tooltip00414" data-tooltip-content="#tooltip_content00414" data-tooltip-anchor="#tooltip_content00414"><span class="kwb">PLATOON</span></span> units.|Datasheet||
000000690|1|000008339||||Core|1|
000000690|2|000008344||||Core|9"|
000000690|3|||Daring Recon|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, select one enemy unit within 18" of and visible to this unit. Until the end of the phase, each time a friendly <span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> model makes an attack that targets that unit, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1 and, if that attack has the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Indirect-Fire">[INDIRECT FIRE]</a></span> ability, it does not suffer the penalty to the Hit roll for shooting at a target that is not visible to the attacking unit.|Datasheet||
000000690|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000691|1|000008339||||Core|1|
000000691|2|||Mobile Hunter-killers|Each time a model in this unit makes an attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000000691|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000692|1|000008339||||Core|D3|
000000692|2|000008334||||Core|2|
000000692|3|||Mobile Command Vehicle|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, one <span class="tooltip00267" data-tooltip-content="#tooltip_content00267" data-tooltip-anchor="#tooltip_content00267"><span class="kwb">OFFICER</span></span> model <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within this Transport can <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">issue</span> <span class="tt kwbu">Orders</span></span> even though it is not on the battlefield. When doing so, measure distances to and from this Transport.|Datasheet||
000000692|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000693|1|000008339||||Core|D3|
000000693|2|||Rapid Deployment|Units can <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembark</a> from this Transport after it has <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>. Units that do so count as having made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a> that phase, and cannot <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in the same turn, but can otherwise act normally.|Datasheet||
000000694|1|000008339||||Core|D6|
000000694|2|||Flush Them Out|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, that unit cannot have the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a>.|Datasheet||
000000694|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000695|1|000008339||||Core|D3|
