faction_id|id|name|type|cp_cost|legend|turn|phase|detachment|description|
CSM|000009521004|INFERNAL PATRONS|Champions of Chaos – Strategic Ploy Stratagem|1|Many chosen warriors of the Dark Gods have forged pacts with minor daemonic entities, gaining their insidious aid to terrify and disorient the foe in battle.|Either player’s turn|Any phase|Champions of Chaos|<b>WHEN:</b> Any phase, just after your opponent targets a unit from their army with a Stratagem.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army within 3" of and <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to that enemy unit.<br><br><b>EFFECT:</b> That enemy unit must take a <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a>; if failed, that usage of that Stratagem has no effect (your opponent cannot use that Stratagem again this phase).|
CSM|000009521005|AGGRESSIVE STRIKE|Champions of Chaos – Strategic Ploy Stratagem|1|Veterans of countless teleport assaults, these warriors burst from the warp already striding, firing and bellowing praise to the Dark Gods|Your turn|Movement phase|Champions of Chaos|<b>WHEN:</b> End of your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Movement-Phase">Movement phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that arrived using the <a href="/wh40k10ed/the-rules/boarding-action-rules/#Before-the-Battle">Deep Strike ability</a> this turn.<br><br><b>EFFECT:</b> Your unit can make a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a> of up to 6".<br><br><b>RESTRICTIONS:</b> Until the end of the turn, your unit is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>.|
CSM|000008982002|CHOSEN FOR GLORY|Chaos Cult – Battle Tactic Stratagem|1|Within the massed ranks of a heretic cult, only a few are marked for greatness.|Either player’s turn|Shooting or Fight phase|Chaos Cult|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit from your army that has not been selected to shoot or fight this phase.<br><br><b>EFFECT:</b> Your unit can make a <span class="tooltip01199" data-tooltip-content="#tooltip_content01199"><span class="tt kwbu">Desperate</span> <span class="tt kwbu">Pact</span></span>. If it does, until the end of the phase, each time a model in your unit makes an attack, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>, and if your unit did not fail the resulting <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a> when making that Desperate Pact, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> as well.|
CSM|000008982004|INFERNAL SACRIFICE|Chaos Cult – Battle Tactic Stratagem|1|Those in thrall to the Dark Gods will gladly sacrifice their lives to draw the eye of their darkling patrons.|Either player’s turn|Fight phase|Chaos Cult|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Your unit can make a <span class="tooltip01199" data-tooltip-content="#tooltip_content01199"><span class="tt kwbu">Desperate</span> <span class="tt kwbu">Pact</span></span>. If it does, your unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> (in  addition to any suffered for failing the resulting <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a>), and until the end of the phase, add 1 to the Attacks characteristic of the melee weapons equipped by models in your unit, and if your unit did not fail the resulting Leadership test when making that Desperate Pact, until the end of the  phase, improve the Strength characteristic of those  weapons by 1 as well.|
CSM|000008982005|CRAZED FOCUS|Chaos Cult – Battle Tactic Stratagem|1|Sven in the grip of frothing madness, these heretics are murderous in the extreme|Your turn|Shooting phase|Chaos Cult|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Your unit can make a <span class="tooltip01199" data-tooltip-content="#tooltip_content01199"><span class="tt kwbu">Desperate</span> <span class="tt kwbu">Pact</span></span>. If it does, until the end of the phase, each time a model in your unit makes an attack, improve the Armour Penetration characteristic of that attack by 1, and if your unit did not fail the resulting <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a> when making that Desperate Pact, improve the Strength characteristic of that attack by 1 as well.|
CSM|000008982003|SELFLESS DEMISE|Chaos Cult – Strategic Ploy Stratagem|1|The zealous followers of the Dark Gods are devoted to the last. As death comes they strike a desperate final blow in hope of reward.|Either player’s turn|Fight phase|Chaos Cult|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the attacking unit has resolved all of its attacks, each time a model in your unit is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>, roll one D6 on a 6, the attacking unit suffers 1 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after all of its attacks have been resolved.|
CSM|000008982006|RECKLESS HASTE|Chaos Cult – Strategic Ploy Stratagem|1|Consumed by a desire to spill blood, these fanatical heretics hurl themselves towards the foe.|Your turn|Charge phase|Chaos Cult|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a> <br><br><b>TARGET:</b> One <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to declare a charge in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>.|
CSM|000008982007|MORTAL THRALLS|Chaos Cult – Strategic Ploy Stratagem|1|Disciples of the Chaos Gods think nothing of sacrificing their lesser thralls to protect those of greater worth.|Opponent’s turn|Shooting phase|Chaos Cult|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit has selected ts targets.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that was selected as the target of one or more of the attacking units attacks, and one friendly <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit within 3" of your unit and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to both your unit and the attacking unit.<br><br><b>EFFECT:</b> Until the end of the phase, while your <span class="kwb">DAMNED</span> unit is on the battlefield, each time your opponent would make a <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> for an attack that targets your <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit, if your <span class="kwb">DAMNED</span> <a href="/wh40k10ed/the-rules/core-rules/#Unit-Visible">unit is visible</a> to the attacking model and is an eligible target for that attack, no roll is made; instead, your <span class="kwb">DAMNED</span> unit suffers a number of <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> equal to the Damage characteristic of that attack.|
CSM|000009774007|AUTOSTIMULANTS|Creations of Bile – Strategic Ploy Stratagem|1|Arrays of subdermal vials inject autostimulants and biocatalysts into the warriors’ enhanced muscles, invigorating them for incredible feats of exertion.|Your turn|Charge phase|Creations of Bile|<b>WHEN:</b> Start of your <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>.|
CSM|000009774005|DELAYED MUTATIONS|Creations of Bile – Strategic Ploy Stratagem|2|Fabius Bile’s experiments are notoriously unstable. In the heat of battle, new mutations may burst forth in explosions of gristle and oozing gore, many of which are as lethal to the subject as they are to the enemy.|Your turn|Command phase|Creations of Bile|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit (excluding <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> units) from your army.<br><br><b>EFFECT:</b> Your unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. Then select one augmentation (see <span class="tooltip01200" data-tooltip-content="#tooltip_content01200"><span class="tt kwbu">Experimental</span> <span class="tt kwbu">Augmentations</span></span>). Until the start of your next Command phase, models in your unit have the selected augmentation in addition to any other augmentations they have.|
CSM|000009774004|SPECIMENS FOR THE SPIDER|Creations of Bile – Strategic Ploy Stratagem|2|The Clonefather’s agents are always searching for new test subjects. They strive to harvest the bodies of great leaders and champions, dragging them from battle and leaving the remaining foes utterly demoralised.|Either player’s turn|Fight phase|Creations of Bile|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a melee attack that targets a <span class="kwb">CHARACTER</span> unit, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>. After your unit has fought, if one or more enemy <span class="kwb">CHARACTER</span> models were destroyed as a result of those attacks, select one enemy unit within 6" of your unit. That enemy unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>. If the enemy <span class="kwb">WARLORD</span> was destroyed as a result of those attacks, each enemy unit within 6" of your unit must take a Battle-shock test instead.|
CSM|000009774003|MASTERS ARE WATCHING|Creations of Bile – Strategic Ploy Stratagem|1|Feeling the expectant gaze of Bile’s greatest creations from across the battlefield, transhuman and mortal warriors strive slavishly to impress.|Either player’s turn|Fight phase|Creations of Bile|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit is destroyed, if that model has not fought this phase, roll one D6, subtracting 1 from the result if it is a <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> unit: on a 4+, do not remove it from play. That destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.|
CSM|000009774002|MONSTROUS VISAGES|Creations of Bile – Strategic Ploy Stratagem|1|Bile’s experimental ministrations have left these warriors as freakish monsters. Cursed with clusters of compound eyes, distended, fang-stuffed jaws or myriad other grotesqueries, they are hideous to behold.|Either player’s turn|Shooting or Fight phase|Creations of Bile|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your unit, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|
CSM|000009774006|DIABOLIC REGENERATION|Creations of Bile – Strategic Ploy Stratagem|1|Not even death can lay the most vile of Bile’s creations low.|Your turn|Command phase|Creations of Bile|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit (excluding <span class="tooltip00428" data-tooltip-content="#tooltip_content00428" data-tooltip-anchor="#tooltip_content00428"><span class="kwb">DAMNED</span></span> units) from your army.<br><br><b>EFFECT:</b> One destroyed model (excluding <span class="tooltip01032" data-tooltip-content="#tooltip_content01032" data-tooltip-anchor="#tooltip_content01032"><span class="kwb">CHARACTER</span></span> models) is returned to your unit. If your unit is a <span class="tooltip00993" data-tooltip-content="#tooltip_content00993" data-tooltip-anchor="#tooltip_content00993"><span class="kwb">BATTLELINE</span></span> unit, D3 destroyed models (excluding <span class="kwb">CHARACTER</span> models) are returned to your unit instead.|
CSM|000008965003|FROM ALL SIDES|Deceptors – Battle Tactic Stratagem|1|When the assault comes, it does so swiftly and without warning.|Either player’s turn|Charge phase|Deceptors|<b>WHEN:</b> Start of your <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, add 1 to <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge rolls</a> made for your unit for each other <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that made a Charge move this phase (to a maximum of +3)|
CSM|000008965004|PICK THEM OFF|Deceptors – Battle Tactic Stratagem|1|The Heretic Astartes are pitiless reavers, targeting weak points in the enemy line with ruthless efficiency.|Your turn|Shooting phase|Deceptors|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets a unit that is below its <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strength</a>, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>. If the target is <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a>, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> as well.|
CSM|000008965005|COILS OF DECEPTION|Deceptors – Strategic Ploy Stratagem|1|Some Heretic Astartes are masters of deceit, often feigning retreat only to open fire from close range.|Your turn|Movement phase|Deceptors|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after a <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Falls Back</a>.<br><br><b>TARGET:</b> That <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to shoot in a turn in which it Fell Back|
CSM|000008965007|SCRAMBLED COORDINATES|Deceptors – Strategic Ploy Stratagem|1|Employing fell techno-sorcery, the Heretic Astartes disroot enemy navigational cogitators and scramble teleporter beacons.|Opponent’s turn|Movement phase|Deceptors|<b>WHEN:</b> Start of the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, enemy units that are set up on the battlefield from <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a> cannot be set up within 12" horizontally of your unit.|
CSM|000008965006|RELENTLESS PURSUIT|Deceptors – Strategic Ploy Stratagem|1|These warriors stalk their assigned target with dogged determination, reacting to their every move|Your turn|Movement phase|Deceptors|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after an enemy unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal</a>, <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fall Back move</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00319" data-tooltip-content="#tooltip_content00319" data-tooltip-anchor="#tooltip_content00319"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">MOUNTED</span></span> unit from your army that is within 9" of that enemy unit and not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units.<br><br><b>EFFECT:</b> Your unit can make a Normal move of up to 6".|
CSM|000008965002|DETONATOR|Deceptors – Wargear Stratagem|1|These warriors employ expert saboteurs who utilise melta charges and improvised explosives to sow destruction.|Either player’s turn|Any phase|Deceptors|<b>WHEN:</b> Any phase, just after an enemy model with the <a href="/wh40k10ed/the-rules/core-rules/#Assault">Deadly Demise</a> ability (excluding <span class="kwb">TITANIC</span> models) is destroyed<br><br><b>TARGET:</b> One <span class="tooltip01201" data-tooltip-content="#tooltip_content01201" data-tooltip-anchor="#tooltip_content01201"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">CHARACTER</span></span> unit from your army that was within 18" of that enemy model when it was destroyed.<br><br><b>EFFECT:</b> Your opponent does not roll to determine whether <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> are inflicted by their model’s Deadly Demise ability. Instead, mortal wounds are automatically inflicted (if that ability inflicts a random number of mortal wounds, your opponent rolls to determine that number as normal).|
CSM|000008973002|DEPTHLESS CRUELTY|Dread Talons – Battle Tactic Stratagem|1|Terror troops such as these inflict agonies upon their victims with malicious relish, targeting the weakened and wounded without pity|Either player’s turn|Fight phase|Dread Talons|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a><br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets a unit that is <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> and/or <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a>, improve the Armour Penetration characteristic of that attack by 1.|
CSM|000008973004|PITILESS HUNTERS|Dread Talons – Battle Tactic Stratagem|1|These predatory warriors sense weakness as the hydra shark smells blood, sating their bloodlust upon the fearful and wounded.|Your turn|Shooting phase|Dread Talons|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from  your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets a unit that is <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> and/or <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a>, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> and you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|
CSM|000008973003|BLOODY EXAMPLE|Dread Talons – Epic Deed Stratagem|1|The violent and bloody slaughter of the enemy’s leadership hurls their followers into abject panic.|Either player’s turn|Fight phase|Dread Talons|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, just after a <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army destroys a <span class="kwb">CHARACTER</span> unit.<br><br><b>TARGET:</b> That <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit.<br><br><b>EFFECT:</b> Each enemy unit within 12" of and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to your unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|
CSM|000008973005|RELENTLESS TERROR|Dread Talons – Strategic Ploy Stratagem|1|These warriors strike in screaming waves, each charge as brutal as the last.|Your turn|Movement phase|Dread Talons|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, just after a <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Falls Back</a>.<br><br><b>TARGET:</b> That <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span> unit. <br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it Fell Back.|
CSM|000008973007|MERCILESS PURSUIT|Dread Talons – Strategic Ploy Stratagem|1|The Heretic Astartes allow none to flee the battle, pursuing their broken foes with relentless savagery.|Opponent’s turn|Movement phase|Dread Talons|<b>WHEN:</b> End of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> unit from your army that is not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement range</a> of one or more enemy units.<br><br><b>EFFECT:</b> Select one enemy unit that <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a> this turn and is within 6" of your unit. Your unit can  <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> as if it were your Charge phase. When doing so, you can only select that enemy  unit as the target of that charge (and only if it is an eligible target). Note that even if this charge is successful, your unit does not receive any Charge bonus this turn.|
CSM|000008973006|SCREAMING DESCENT|Dread Talons – Strategic Ploy Stratagem|1|Jump pack borne warriors descend from the skies, terrifying screams emanating from their vox-grilles as they plummet towards their prey.|Your turn|Movement phase|Dread Talons|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, from the second <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> onwards.<br><br><b>TARGET:</b> One <span class="tooltip01202" data-tooltip-content="#tooltip_content01202" data-tooltip-anchor="#tooltip_content01202"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> <span class="kwb">JUMP</span> <span class="kwb">PACK</span></span> unit from your army that is in <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a>.<br><br><b>EFFECT:</b> Set your unit up anywhere on the battlefield that is more than 6" horizontally away from all  enemy units, but until the end of the turn, it is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>. Then select one enemy <span class="kwb">INFANTRY</span> or <span class="kwb">MOUNTED</span> unit within 9" of and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to your unit: that unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|
CSM|000008977005|POINT-BLANK DESTRUCTION|Fellhammer Siege-Host – Battle Tactic Stratagem|1|Even in the press of combat, the Heretic Astartes bring heavy weapons to bear, shattering fortifications and obliterating enemy infantry.|Your turn|Shooting phase|Fellhammer Siege-host|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a><br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that is within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units and has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, your unit’s ranged weapons (excluding <a href="/wh40k10ed/the-rules/core-rules/#Blast">Blast weapons</a>) have the  <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Pistol">[PISTOL]</a></span> ability.|
CSM|000008977004|PITILESS CANNONADE|Fellhammer Siege-Host – Battle Tactic Stratagem|1|These warriors focus their ire upon a wounded foe, combining fire to fell their target in a cavalcade of destructive force.|Your turn|Shooting phase|Fellhammer Siege-host|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets a unit  that is <a href="/wh40k10ed/the-rules/core-rules/#Below-Half-strength">Below Half-strength</a>, a successful unmodified <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 5+ scores a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Critical Hit</a>|
