datasheet_id|line|button|description|
000000417|2|•|For every 3 models in the unit, 1 model’s burst cannon can be replaced with 1 fusion blaster.|
000000417|3|•|For every 3 models in the unit, 1 model can be equipped with 1 battlesuit support system.|
000000418|1|•|Any number of models can each have their burst cannon replaced with one of the following:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 cyclic ion blaster</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>|
000000418|2|•|Any number of models can be equipped with up to two of the following, and can take duplicate<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000000418|3|•|Any number of models can each be equipped with up to three of the following, and can take duplicates**:<ul style="list-style-type:circle"><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system* </li></ul>|
000000418|4|*|* Each model cannot have duplicates of these pieces of wargear.|
000000418|5|*|** Each model cannot be equipped with more than 3 ranged weapons.|
000000420|1|•|This model’s fusion collider can be replaced with 1 cyclic ion raker.|
000000420|2|•|This model’s twin T’au flamer can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin fusion blaster</li><li>1 twin burst cannon</li></ul>|
000000420|3|•|This model can be equipped with one battlesuit support system.|
000000421|1|•|This model’s heavy burst cannon can be replaced with 1 ion accelerator.|
000000421|2|•|This model’s twin plasma rifles can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin fusion blaster</li><li>1 twin smart missile system</li></ul>|
000000421|3|•|This model can be equipped with up to 2 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">missile</span> <span class="tt kwbu">drones</span></span>.|
000000422|1|•|The Pathfinder Shas’ui can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 grav-inhibitor drone</li><li>1 pulse accelerator drone</li><li>1 recon drone</li></ul>|
000000422|2|•|1 model in this unit can be equipped with up to two of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000000422|3|•|Up to 3 Pathfinders can each have their pulse carbine replaced with one of the following:<ul style="list-style-type:circle"><li>1 ion rifle</li><li>1 rail rifle</li></ul>|
000000422|4|•|1 model in this unit equipped with a pulse carbine can be equipped with 1 semi-automatic grenade launcher. That model’s pulse carbine cannot be replaced.|
000000423|1|•|Any number of models can each have their Piranha burst cannon can be replaced with 1 Piranha fusion blaster.|
000000423|2|•|Any number of models can each be equipped with up to 2 seeker missiles.|
000000424|1|•|This model’s 2 twin pulse carbines can be replaced with 2 smart missile systems.|
000000424|2|•|This model can be equipped with up to 2 seeker missiles.|
000000425|1|•|This model’s accelerator burst cannon can be replaced with 1 missile pod.|
000000426|1|•|This model’s missile pod can be replaced with 1 twin missile pod.|
000000427|1|•|If this unit contains 10 models:<ul style="list-style-type:circle"><li>The Vespid Strain Leader can be equipped with 1 Oversight Drone.</li><li>1 Vespid Stingwing can replace its neutron blaster with 1 T’au flamer</li><li>1 Vespid Stingwing can replace its neutron blaster with 1 neutron grenade launcher</li><li>1 Vespid Stingwing can replace its neutron blaster with 1 neutron rail rifle.</li></ul>|
000000428|1|•|None|
000000430|1|•|This model’s 2 twin pulse carbines can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 accelerator burst cannons</li><li>2 smart missile systems</li></ul>|
000000431|1|•|This model’s railgun can be replaced with 1 ion cannon.|
000000431|2|•|This model’s 2 twin pulse carbines can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 accelerator burst cannons</li><li>2 twin smart missile systems</li></ul>|
000000431|3|•|This model can be equipped with up to 2 seeker missiles.|
000000432|1|•|This model’s railgun can be replaced with 1 ion cannon.|
000000432|2|•|This model’s 2 twin pulse carbines can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 accelerator burst cannons</li><li>2 smart missile systems</li></ul>|
000000432|3|•|This model can be equipped with up to 2 seeker missiles.|
000000433|1|•|Any number of models can each have their heavy rail rifle replaced with 1 high-yield missile pods.|
000000433|2|•|Any number of models can each be equipped with up to two of the following, but cannot take duplicates:<ul style="list-style-type:circle"><li>1 seeker missile</li><li>1 twin plasma rifle*</li><li>1 twin smart missile system*</li><li>1 weapon support system</li></ul>|
000000433|3|•|Any number of models can each be equipped with up to two of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">missile</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span> </li></ul>|
000000433|4|*|* No model can be equipped with both a twin plasma rifle and twin smart missile system at the same time.|
000000434|1|•|This model’s pulse driver cannon can be replaced with 1 pulse blast cannon.|
000000434|2|•|This model’s twin T’au flamer can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin airbursting fragmentation projector</li><li>1 twin burst cannon</li></ul>|
000000435|1|•|None|
000000436|1|•|This model can be equipped with 1 Tidewall defence platform.|
000000437|1|•|None|
000000439|1|•|None|
000000443|1|•|Any number of models can each have their fusion cascade replaced with one of the following:<ul style="list-style-type:circle"><li>1 phased ion gun</li><li>1 twin hazard burst cannon</li></ul>|
000000443|2|•|Any number of models can each have their twin hazard burst cannon replaced with one of the following:<ul style="list-style-type:circle"><li>1 fusion cascade</li><li>1 phased ion gun</li></ul>|
000000443|3|•|Any number of models can each be equipped with one of the following:<ul style="list-style-type:circle"><li>1 battlesuit support system</li><li>1 shield generator</li><li>1 weapon support system</li></ul>|
000000443|4|•|Any number of models can each be equipped with up to two of the following, and can take duplicates:<ul style="list-style-type:circle"><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">gun</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">marker</span> <span class="tt kwbu">drone</span></span></li><li>1 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">shield</span> <span class="tt kwbu">drone</span></span></li></ul>|
000000444|1|•|This model can be equipped with up to 2 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">missile</span> <span class="tt kwbu">drones</span></span>.|
000000445|1|•|This model can be equipped with up to 2 <span class="tooltip01045" data-tooltip-content="#tooltip_content01045"><span class="tt kwbu">missile</span> <span class="tt kwbu">drones</span></span>.|
000000446|1|•|This model’s tri-axis ion cannon can be replaced with 1 fusion eradicator.|
000000446|2|•|This model’s fusion eradicator can be replaced with 1 tri-axis ion cannon.|
000000446|3|•|This model’s 3 pulse ordnance drivers can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 nexus missile launchers</li><li>1 heavy rail cannon array and 1 fragmentation cluster shell launcher</li></ul>|
000000447|1|•|None|
000000448|1|•|This model’s 2 plasma rifles can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 fusion blasters</li><li>2 missile pods</li><li>2 rail rifles</li></ul>|
000000449|1|•|Any number of models can each have their burst cannon and markerlight replaced with 1 twin burst cannon.|
000000452|1|•|None|
000000453|1|•|This model’s 2 long-barrelled burst cannons can be replaced with 2 cyclic ion blasters.|
000000453|2|•|This model’s swiftstrike burst cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 ion cannon</li><li>1 swiftstrike railgun</li></ul>|
000000453|3|•|This model can be equipped with up to 4 seeker missiles.|
000000454|1|•|This model’s 2 burst cannons can be replaced with 2 cyclic ion blasters.|
000000454|2|•|This model’s 2 ion cannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 swiftstrike burst cannons</li><li>2 swiftstrike railguns</li></ul>|
000000454|3|•|This model can be equipped with up to 6 seeker missiles.|
000000454|4|•|This model’s transport bay can be replaced with 2 skyspear missile racks.|
000000455|1|•|This model can be equipped with up to 6 seeker missiles.|
000000455|2|•|This model’s 2 burst cannons can be replaced with 2 cyclic ion blasters.|
000000456|1|•|None|
000000457|1|•|None|
000000458|1|•|None|
000000459|1|•|This model’s twin plasma rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin burst cannon</li><li>1 twin fusion blaster</li><li>1 twin missile pod</li></ul>|
000000460|1|•|This model’s monstrous bonesword and lash whip can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy venom cannon</li><li>1 stranglethorn cannon</li><li>1 monstrous scything talons</li></ul>|
000000460|2|•|This model’s monstrous scything talons can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy venom cannon*</li><li>1 stranglethorn cannon*</li></ul>|
000000460|3|*|*This model cannot be equipped with both a stranglethorn cannon and a heavy venom cannon. This model cannot be equipped with more than 1 heavy venom cannon, and it cannot be equipped with more than 1 stranglethorn cannon.|
000000465|1|•|This model’s massive scything talons can be replaced with 1 massive crushing claws.|
000000468|1|•|All models in this unit can each have their fleshborer replaced with 1 Termagant devourer.|
000000468|2|•|All models in this unit can each have their fleshborer replaced with 1 Termagant spinefists.|
000000468|3|•|For every 10 models in this unit, 1 model’s ranged weapon can be replaced with 1 shardlauncher|
000000468|4|•|For every 10 models in this unit, 1 model’s ranged weapon can be replaced with 1 spike rifle.|
000000468|5|•|For every 10 models in this unit, 1 model’s ranged weapon can be replaced with 1 strangleweb|
000000470|1|•|All models in this unit can each be equipped with 1 spinemaws.|
000000471|1|•|Any number of models can each have their scything talons and rending claws replaced with one of the following:<ul style="list-style-type:circle"><li>1 bone cleaver, lash whip and rending claws</li><li>1 crushing claws and rending claws</li></ul>|
000000472|1|•|Any number of models can each have their shockcannon replaced with 1 impaler cannon.|
000000482|1|•|All models in this unit can each have their thoracic bio-weapon replaced with 1 armoured thorax.|
000000483|1|•|Any number of models can each be equipped with 1 spinemaws.|
000000485|1|•|This model’s twin stranglethorn cannon can be replaced with 1 twin heavy venom cannon.|
000000490|1|•|Any number of models can each have their Carnifex extra scything talons replaced with one of the following:<ul style="list-style-type:circle"><li>1 deathspitters with slimer maggots</li><li>1 devourers with brainleech worms</li><li>1 heavy venom cannon</li><li>1 stranglethorn cannon</li><li>1 Carnifex crushing claws</li></ul>|
000000490|2|•|Any number of models can each have their Carnifex scything talons replaced with one of the following:<ul style="list-style-type:circle"><li>1 deathspitters with slimer maggots</li><li>1 devourers with brainleech worms</li><li>1 Carnifex crushing claws</li></ul>|
000000490|3|•|Any number of models can each be equipped with 1 bio-plasma.|
000000490|4|•|Any number of models can each be equipped with 1 spine banks.|
000000496|1|•|This model’s fleshborer hive can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 acid spray</li><li>1 rupture cannon</li></ul>|
000000499|1|•|None|
000000500|1|•|None|
000000503|1|•|None|
000000504|1|•|None|
000000505|1|•|None|
000000506|1|•|None|
000000511|1|•|One Acolyte Hybrid’s autopistol can be replaced with 1 cult icon.|
000000511|2|•|For every 5 models in this unit, up to 3 Acolyte Hybrids can each have their autopistol and cult claws and knife replaced with 1 heavy mining tool.|
000000511|3|•|The Acolyte Leader’s cult claws and knife can be replaced with 1 Leader's bio-weapons.|
000000512|1|•|One Neophyte Hybrid equipped with a Hybrid firearm can be equipped with 1 cult icon.|
000000512|2|•|For every 10 models in this unit, up to 2 Neophyte Hybrids can each have their Hybrid firearm replaced with one of the following:<ul style="list-style-type:circle"><li>Heavy stubber*</li><li>Mining laser*</li><li>Seismic cannon*</li></ul>|
000000512|3|•|For every 10 models in this unit, up to 2 Neophyte Hybrids can each have their Hybrid firearm replaced with one of the following:<ul style="list-style-type:circle"><li>Flamer*</li><li>Grenade launcher*</li><li>Webber*</li></ul>|
000000512|4|•|The Neophyte Leader’s Hybrid firearm and close combat weapon can be replaced with 1 of the following:<ul style="list-style-type:circle"><li>1 anointed pistol and 1 chainsword</li><li>1 anointed pistol and 1 power weapon</li></ul>|
000000512|5|*|To a maximum of 1 per 10 models in this unit.|
000000513|1|•|Any number of models can each have their autopistol replaced with 1 hand flamer.|
000000513|2|•|One Hybrid Metamorph’s autopistol can be replaced with 1 cult icon.|
000000521|1|•|This model’s heavy mining laser can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 clearance incinerator</li><li>1 heavy seismic cannon</li></ul>|
000000523|1|•|This model’s tachyon arrow and Overlord’s blade can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Overlord’s blade</li><li>1 staff of light</li><li>1 voidscythe</li></ul>|
000000523|2|•|If this model is not equipped with a tachyon arrow, it can be equipped with 1 resurrection orb.|
000000524|1|•|This model’s staff of light can be replaced with 1 Lord’s blade.|
000000524|2|•|This model can be equipped with 1 resurrection orb.|
000000531|1|•|None|
000000533|1|•|This model’s gauss cannon can be replaced with 1 tesla cannon.|
000000533|2|•|This model’s staff of light can be replaced with 1 Overlord’s blade.|
000000533|3|•|This model can be equipped with 1 resurrection orb.|
000000534|1|•|Any number of models can each have their gauss flayer replaced with 1 gauss reaper.|
000000535|1|•|All models in this unit can each have their gauss blaster replaced with 1 tesla carbine.|
000000536|1|•|All models in this unit can each have their warscythe replaced with 1 hyperphase sword and 1 dispersion shield.|
000000539|1|•|All models in this unit can each have their rod of covenant replaced with 1 particle caster and 1 voidblade.|
000000540|1|•|This model’s heat ray can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 particle shredder</li><li>1 heavy gauss cannon array</li></ul>|
000000546|1|•|Any number of models can each be equipped with one of the following:<ul style="list-style-type:circle"><li>1 particle caster</li><li>1 transdimensional beamer</li></ul>|
000000546|2|•|Any number of models can each have their vicious claws replaced with whip coils.|
000000548|1|•|Any number of models can each have their twin gauss blaster replaced with one of the following:<ul style="list-style-type:circle"><li>1 particle beamer</li><li>1 twin tesla carbine</li></ul>|
000000548|2|•|Any number of models can each be equipped with 1 shieldvanes.|
000000548|3|•|Any number of models can each be equipped with one of the following:<ul style="list-style-type:circle"><li>1 nebuloscope</li><li>1 shadowloom</li></ul>|
000000551|1|•|Any number of models can each be equipped with 2 particle beamers.|
000000551|2|•|Any number of models can each be equipped with 1 fabricator claw array.|
000000551|3|•|Any number of models can each be equipped with 1 gloom prism.|
000000552|1|•|This model’s 4 gauss flux arcs can be replaced with 4 death rays.|
000000553|1|•|This model’s gauss cannon can be replaced with 1 tesla cannon.|
000000558|1|•|None|
000000559|1|•|None|
000000560|1|•|None|
000000562|1|•|This model’s gauss exterminator can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 focused death ray</li><li>1 heat cannon</li></ul>|
000000564|1|•|This model’s 2 tesla cannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 gauss cannons</li><li>2 particle beamers</li></ul>|
000000568|1|•|None|
000000569|1|•|None|
000000570|1|•|None|
000000571|1|•|None|
000000572|1|•|None|
000000573|1|•|None|
000000574|1|•|None|
000000575|1|•|None|
000000576|1|•|None|
000000577|1|•|This model’s shuriken pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 death spinner</li><li>1 Dragon fusion gun</li><li>1 fusion pistol</li><li>1 Reaper launcher</li></ul>|
000000577|2|•|This model’s star glaive can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Banshee blade</li><li>1 Scorpion chainsword</li></ul>|
000000577|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 Howling Banshee mask</li><li>1 mandiblasters</li></ul>|
000000580|1|•|This model’s laser lance can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Dragon fusion gun</li><li>1 Banshee blade</li></ul>|
000000581|1|•|None|
000000582|1|•|This model’s witchblade can be replaced with 1 singing spear.|
000000583|1|•|This model’s witchblade can be replaced with 1 singing spear.|
000000584|1|•|Any number of models can each have their witchblade replaced with 1 singing spear.|
000000585|1|•|This model’s witchblade can be replaced with 1 singing spear.|
000000586|1|•|Any number of models can each have their witchblade replaced with 1 singing spear.|
000000587|1|•|This model’s witchblade can be replaced with 1 singing spear.|
000000588|1|•|None|
000000589|1|•|The Heavy Weapon Platform can replace its shuriken cannon with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>|
000000590|1|•|Up to 2 Storm Guardians can each have their shuriken pistol replaced with 1 Aeldari flamer.|
000000590|2|•|Up to 2 Storm Guardians can each have their shuriken pistol replaced with 1 Guardian fusion gun.|
000000590|3|•|Up to 2 Storm Guardians can each have their Guardian combat weapon replaced with 1 Aeldari power sword.|
000000591|1|•|Any number of models can each have their twin shuriken catapult replaced with one of the following:<ul style="list-style-type:circle"><li>1 scatter laser</li><li>1 shuriken cannon</li></ul>|
000000592|1|•|None|
000000593|1|•|If this unit’s Dire Avenger Exarch is equipped with 1 Avenger shuriken catapult, it can be equipped with 1 additional Avenger shuriken catapult.|
000000593|2|•|The Dire Avenger Exarch’s Avenger shuriken catapult can be replaced with 1 shuriken pistol and one of the following:<ul style="list-style-type:circle"><li>1 diresword</li><li>1 power glaive</li></ul>|
000000593|3|•|The Dire Avenger Exarch’s shuriken pistol can be replaced with:<ul style="list-style-type:circle"><li>1 shimmershield</li></ul>|
000000594|1|•|The Howling Banshee Exarch’s Banshee blade can be replaced with 1 of the following:<ul style="list-style-type:circle"><li>1 executioner</li><li>1 triskele</li></ul>|
000000594|2|•|The Howling Banshee Exarch’s shuriken pistol and Banshee blade can be replaced with 1 mirrorswords.|
000000595|1|•|The Striking Scorpion Exarch’s shuriken pistol and Scorpion chainsword can be replaced with 1 biting blade.|
000000595|2|•|The Striking Scorpion Exarch’s shuriken pistol can be replaced with 1 Scorpion’s claw.|
000000596|1|•|The Fire Dragon Exarch’s Dragon fusion gun can be replaced with 1 of the following:<ul style="list-style-type:circle"><li>1 Dragon’s breath flamer</li><li>1 firepike</li></ul>|
000000597|1|•|All of the models in this unit can each have their wraithcannon replaced with 1 D-scythe.|
000000598|1|•|All of the models in this unit can each have their ghostswords replaced with 1 ghostaxe and 1 forceshield.|
000000599|1|•|This model’s twin shuriken cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin Aeldari missile launcher</li><li>1 twin bright lance</li><li>1 twin scatter laser</li><li>1 twin starcannon</li></ul>|
000000599|2|•|This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000000600|1|•|The Swooping Hawk Exarch can be equipped with 1 Aeldari power sword.|
000000600|2|•|The Swooping Hawk Exarch’s lasblaster can be replaced with 1 Hawk’s talon.|
000000601|1|•|The Warp Spider Exarch can be equipped with 1 additional death spinner and 1 powerblades.|
000000602|1|•|The Shining Spear Exarch can be equipped with 1 shimmershield.|
000000602|2|•|The Shining Spear Exarch’s laser lance can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 paragon sabre</li><li>1 star lance</li></ul>|
000000602|3|•|The Shining Spear Exarch’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000000603|1|•|This model’s 2 starcannons can be replaced with 2 bright lances.|
000000605|1|•|Any number of models can each have their shuriken cannon replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>|
000000606|1|•|None|
000000607|1|•|The Dark Reaper Exarch’s Reaper launcher can be replaced with 1 of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 shuriken cannon</li><li>1 tempest launcher</li></ul>|
000000608|1|•|Any number of models can each have their shadow weaver replaced with one of the following:<ul style="list-style-type:circle"><li>1 D-cannon</li><li>1 vibro cannon</li></ul>|
000000609|1|•|This model’s scatter laser can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>|
000000609|2|•|This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000000610|1|•|This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000000611|1|•|This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000000612|1|•|Each model can have each shuriken cannon it is equipped with replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>|
000000613|1|•|Each of this model’s shuriken catapults can be replaced with 1 Aeldari flamer.|
000000613|2|•|This model can be equipped with 1 ghostglaive.|
000000613|3|•|This model can be equipped with up to two of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>|
000000614|1|•|This model can be equipped with up to two of the following:<ul style="list-style-type:circle"><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>|
000000614|2|•|This model’s scattershield can be replaced with 1 heavy wraithcannon.|
000000614|3|•|This model’s titanic ghostglaive can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy wraithcannon</li><li>1 suncannon</li></ul>|
000000615|1|•|None|
000000616|1|•|This model’s scatter laser can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>|
000000616|2|•|This model’s shuriken cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>|
000000617|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li><li>1 Wraithseer D-cannon</li></ul>|
000000618|1|•|Each of this model’s Hornet pulse lasers can be replaced with one of the following:<ul style="list-style-type:circle"><li>Aeldari missile launcher</li><li>Bright lance</li><li>Scatter laser</li><li>Shuriken cannon</li><li>Starcannon</li></ul>|
000000619|1|•|This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.|
000000620|1|•|This model’s shuriken cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>Aeldari missile launcher</li><li>Bright lance</li><li>Scatter laser</li><li>Starcannon</li></ul>|
000000621|1|•|This model’s shuriken cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>|
000000622|1|•|This model’s shuriken cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>|
000000623|1|•|None|
000000624|1|•|None|
000000625|1|•|None|
000000626|1|•|None|
000000627|1|•|This model can be equipped with up to two of the following:<ul style="list-style-type:circle"><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>|
000000627|2|•|This model’s inferno lance can be replaced with 1 deathshroud cannon.|
000000627|3|•|This model’s scattershield can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 inferno lance</li><li>1 deathshroud cannon</li></ul>|
000000628|1|•|This model’s Revenant pulsar can be replaced with 1 sonic lance.|
000000628|2|•|This model’s sonic lance can be replaced with 1 Revenant pulsar.|
000000629|1|•|Any number of models can each have their twin shuriken catapult replaced with one of the following:<ul style="list-style-type:circle"><li>1 dark lance</li><li>1 dissonance cannon</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>|
000000629|2|•|The Cloud Dancer Felarch can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 dissonance pistol</li><li>1 void sabre</li></ul>|
000000630|1|•|None|
000000631|1|•|This model’s D-bombard can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 Phantom starcannons and 1 wraith glaive</li><li>1 Phantom starcannon, 1 pulse laser and 1 wraith glaive</li><li>2 pulse lasers and 1 wraith glaive</li><li>1 Phantom pulsar</li></ul>|
000000631|2|•|This model’s Phantom pulsar can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 D-bombard</li><li>2 Phantom starcannons and 1 wraith glaive</li><li>1 Phantom starcannon, 1 pulse laser and 1 wraith glaive</li><li>2 pulse lasers and 1 wraith glaive</li></ul>|
000000631|3|•|This model’s Phantom starcannon can be replaced with 1 pulse laser.|
000000632|1|•|Any number of models can each have their Corsair firearm replaced with 1 spar-glaive.|
000000632|2|•|For every 5 models in this unit, 1 model’s Corsair firearm can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 blaster</li><li>1 dark lance</li><li>1 flamer</li><li>1 fusion gun</li><li>1 shredder</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>|
000000632|3|•|The Corsair Reaver Felarch can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 dissonance pistol</li><li>1 void sabre</li></ul>|
000000633|1|•|Any number of models can each have their Corsair firearm replaced with one of the following:<ul style="list-style-type:circle"><li>1 shardcarbine</li><li>1 shuriken catapult</li><li>1 spar-glaive</li></ul>|
000000633|2|•|For every 5 models in this unit, 1 model’s Corsair firearm can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Aeldari missile launcher</li><li>1 blaster</li><li>1 dark lance</li><li>1 flamer</li><li>1 fusion gun</li><li>1 shredder</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>|
000000633|3|•|The Corsair Skyreaver Felarch can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 dissonance pistol</li><li>1 void sabre</li></ul>|
000000634|1|•|This model’s splinter pistol can be replaced with 1 blast pistol.|
000000639|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 blast pistol</li><li>1 splinter pistol</li></ul>|
000000640|1|•|None|
000000641|1|•|None|
000000642|1|•|None|
000000643|1|•|None|
000000644|1|•|The Sybarite’s close combat weapon can be replaced with 1 Sybarite weapon.|
000000644|2|•|The Sybarite can be equipped with 1 phantasm grenade launcher.|
000000644|3|•|The Sybarite’s splinter rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 blast pistol</li><li>1 splinter pistol</li></ul>|
000000644|4|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 blaster.|
000000644|5|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 dark lance.|
000000644|6|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 shredder.|
000000644|7|•|1 Kabalite Warrior’s splinter rifle can be replaced with 1 splinter cannon.|
000000646|1|•|The Hekatrix can be equipped with 1 phantasm grenade launcher.|
000000646|2|•|The Hekatrix’s splinter pistol can be replaced with 1 blast pistol.|
000000648|1|•|The Klaivex’s klaive can be replaced with 1 demilklaives.|
000000649|1|•|None|
